time_s,Test_ID,command_pct,rpm,thrust_n,torque_nm,shaft_power_w,voltage_v,current_a,electrical_power_w,motor_temp_c,esc_temp_c,vibration_x_g,vibration_y_g,vibration_z_g,airflow_mps,ambient_temp_c
8.386719,0,0,1013.95,1.0173,0.04989,5.30,50.192,2.501,125.52,26.159,25.498,-0.016816,-0.009566,-0.006505,4.364,23.529
8.390625,0,0,1006.85,0.9897,0.05048,5.32,50.174,2.511,125.99,26.159,25.498,-0.022529,0.001234,-0.009578,4.293,23.529
8.394531,0,0,996.36,0.9962,0.04309,4.50,50.203,2.519,126.46,26.159,25.498,-0.002362,-0.002494,-0.006240,4.374,23.529
8.398438,0,0,996.68,0.9282,0.04666,4.87,50.207,2.400,120.48,26.159,25.497,-0.004659,-0.015078,0.005832,4.361,23.529
8.402344,0,0,997.84,0.9152,0.05150,5.38,50.177,2.569,128.92,26.159,25.497,-0.019077,-0.003710,-0.004858,4.412,23.529
8.406250,0,0,982.08,0.8540,0.04215,4.33,50.198,2.443,122.65,26.159,25.497,-0.007273,-0.023652,0.008810,4.221,23.529
8.410156,0,0,980.06,0.9756,0.03953,4.06,50.193,2.439,122.43,26.159,25.497,0.002327,0.001029,-0.012126,4.186,23.529
8.414063,0,0,969.50,0.9304,0.04987,5.06,50.222,2.387,119.89,26.159,25.497,-0.007463,0.008831,0.000058,4.233,23.529
8.417969,0,0,968.48,1.0092,0.03975,4.03,50.193,2.559,128.45,26.160,25.497,-0.016133,0.002210,-0.007895,4.186,23.529
8.421875,0,0,964.06,1.0157,0.04784,4.83,50.213,2.316,116.30,26.160,25.497,0.008778,-0.000748,-0.010533,4.172,23.529
8.425781,0,0,954.38,0.8580,0.04445,4.44,50.199,2.401,120.54,26.160,25.497,0.010105,0.020127,0.008238,4.159,23.529
8.429688,0,0,957.83,0.9107,0.04580,4.59,50.196,2.368,118.86,26.160,25.496,-0.005663,-0.020740,0.010738,4.101,23.529
8.433594,0,0,946.57,0.9607,0.04436,4.40,50.214,2.295,115.26,26.160,25.496,0.014303,0.017795,0.009499,4.021,23.529
8.437500,0,0,940.96,0.8569,0.03818,3.76,50.201,2.387,119.85,26.160,25.496,0.011566,-0.001323,-0.013141,4.156,23.529
8.441406,0,0,938.78,0.8749,0.04202,4.13,50.231,2.382,119.67,26.160,25.496,0.016901,0.023339,0.008919,4.114,23.529
8.445313,0,0,929.66,0.8779,0.04826,4.70,50.219,2.366,118.84,26.160,25.496,-0.017806,0.001552,-0.011676,4.033,23.529
8.449219,0,0,927.74,0.8689,0.04033,3.92,50.215,2.275,114.22,26.160,25.495,-0.012693,-0.017796,0.009531,4.017,23.529
8.453125,0,0,930.17,0.8527,0.04122,4.02,50.213,2.229,111.95,26.160,25.495,0.012769,0.020173,0.009012,3.946,23.530
8.457031,0,0,914.45,0.8706,0.04120,3.94,50.222,2.291,115.06,26.160,25.495,-0.017077,-0.001782,-0.006613,4.008,23.530
8.460938,0,0,909.72,0.8213,0.03948,3.76,50.209,2.343,117.64,26.160,25.495,0.015045,0.001959,-0.010256,3.937,23.530
8.464844,0,0,902.54,0.8216,0.03498,3.31,50.214,2.263,113.62,26.160,25.494,0.008869,-0.002147,-0.012131,3.981,23.530
8.468750,0,0,904.45,0.8408,0.03371,3.19,50.201,2.165,108.68,26.160,25.494,-0.014764,-0.011329,0.004376,3.876,23.530
8.472656,0,0,897.54,0.8373,0.04191,3.94,50.208,2.361,118.53,26.160,25.494,-0.018404,-0.003680,-0.006326,3.869,23.530
8.476563,0,0,894.87,0.8264,0.03977,3.73,50.198,2.310,115.97,26.160,25.494,-0.000709,-0.005061,-0.003578,3.835,23.530
8.480469,0,0,894.06,0.8814,0.04291,4.02,50.224,2.274,114.23,26.160,25.494,0.003557,0.000409,-0.009409,3.898,23.530
8.484375,0,0,882.18,0.7569,0.04698,4.34,50.194,2.268,113.84,26.160,25.493,-0.017629,-0.003340,-0.008479,3.691,23.530
8.488281,0,0,878.82,0.7415,0.04406,4.05,50.187,2.434,122.16,26.160,25.493,0.008055,0.001489,-0.012583,3.805,23.530
8.492188,0,0,874.66,0.8089,0.03771,3.45,50.205,2.277,114.33,26.160,25.493,-0.019269,0.000205,-0.009308,3.757,23.530
8.496094,0,0,873.62,0.7134,0.04082,3.73,50.192,2.265,113.69,26.160,25.493,-0.016504,-0.009079,0.003048,3.726,23.530
8.500000,0,0,863.08,0.8297,0.03636,3.29,50.199,2.270,113.94,26.160,25.493,0.015311,0.004363,-0.005946,3.690,23.530
8.503906,0,0,858.41,0.7234,0.03708,3.33,50.214,2.238,112.39,26.160,25.492,-0.012465,-0.010545,0.005585,3.695,23.530
8.507813,0,0,855.24,0.7199,0.04425,3.96,50.218,2.128,106.87,26.160,25.492,0.018523,0.000489,-0.007852,3.696,23.530
8.511719,0,0,852.78,0.6961,0.03103,2.77,50.214,2.195,110.20,26.160,25.492,-0.002179,0.013946,0.004967,3.747,23.530
8.515625,0,0,845.99,0.7558,0.03210,2.84,50.206,2.144,107.66,26.160,25.491,0.015103,0.017949,0.010255,3.787,23.530
8.519531,0,0,840.97,0.6882,0.02749,2.42,50.196,2.306,115.73,26.160,25.491,-0.001713,-0.000451,-0.003792,3.631,23.530
8.523438,0,0,836.51,0.6747,0.03504,3.07,50.226,2.130,106.98,26.160,25.491,-0.017037,-0.000844,-0.012850,3.595,23.530
8.527344,0,0,835.98,0.6404,0.03160,2.77,50.212,2.180,109.45,26.160,25.491,-0.018248,-0.000776,-0.012925,3.584,23.530
8.531250,0,0,821.64,0.6940,0.02748,2.36,50.245,2.114,106.20,26.160,25.490,-0.015610,-0.002687,-0.009722,3.580,23.531
8.535156,0,0,819.30,0.7364,0.04364,3.74,50.201,2.121,106.47,26.160,25.490,-0.007349,-0.019910,0.007459,3.456,23.531
8.539063,0,0,816.71,0.6370,0.02982,2.55,50.207,2.139,107.39,26.160,25.490,0.021130,0.004945,-0.002905,3.501,23.531
8.542969,0,0,812.66,0.6663,0.03655,3.11,50.218,2.239,112.45,26.160,25.489,-0.014250,-0.003855,-0.000990,3.569,23.531
8.546875,0,0,805.98,0.7212,0.02283,1.93,50.230,2.089,104.94,26.160,25.489,-0.016132,-0.000290,-0.009888,3.582,23.531
8.550781,0,0,796.76,0.6482,0.02807,2.34,50.244,2.122,106.62,26.160,25.489,-0.004970,-0.016927,0.009631,3.448,23.531
8.554688,0,0,801.14,0.6390,0.02250,1.89,50.221,2.064,103.66,26.159,25.488,0.019259,0.004099,-0.003945,3.534,23.531
8.558594,0,0,798.12,0.6816,0.02588,2.16,50.221,2.243,112.66,26.159,25.488,-0.013551,0.002267,-0.009042,3.601,23.531
8.562500,0,0,781.40,0.5312,0.04174,3.42,50.226,2.016,101.27,26.159,25.488,-0.003103,-0.016499,0.006524,3.429,23.531
8.566406,0,0,790.80,0.6847,0.03436,2.85,50.256,2.118,106.45,26.159,25.488,-0.010010,0.002610,-0.004874,3.387,23.531
8.570313,0,0,782.44,0.6467,0.03550,2.91,50.224,2.182,109.59,26.159,25.487,-0.014963,0.001181,-0.004248,3.500,23.531
8.574219,0,0,779.02,0.6022,0.04211,3.43,50.207,2.228,111.86,26.159,25.487,0.008551,0.000473,-0.010000,3.459,23.531
8.578125,0,0,778.48,0.5325,0.02675,2.18,50.209,2.144,107.66,26.159,25.487,0.007992,-0.000734,-0.008134,3.384,23.531
8.582031,0,0,766.36,0.6335,0.02817,2.26,50.208,2.144,107.66,26.159,25.486,-0.008002,-0.019135,0.007754,3.209,23.531
8.585938,0,0,760.77,0.4820,0.02563,2.04,50.229,2.003,100.61,26.159,25.486,-0.016387,-0.000558,-0.008976,3.343,23.531
8.589844,0,0,757.49,0.4872,0.02535,2.01,50.234,1.976,99.25,26.159,25.486,-0.003247,-0.006853,-0.001228,3.382,23.531
8.593750,0,0,755.27,0.5180,0.02841,2.25,50.238,2.196,110.30,26.159,25.485,0.015340,0.008539,0.002254,3.217,23.531
8.597656,0,0,750.37,0.4750,0.03307,2.60,50.231,2.059,103.43,26.158,25.485,-0.006446,-0.015489,0.007825,3.250,23.531
8.601563,0,0,741.20,0.5776,0.02575,2.00,50.253,2.073,104.17,26.158,25.485,0.013644,0.003997,-0.005528,3.143,23.531
8.605469,0,0,743.43,0.5528,0.02667,2.08,50.226,2.040,102.44,26.158,25.484,-0.009924,-0.012392,0.006452,3.165,23.531
8.609375,0,0,735.68,0.5727,0.02494,1.92,50.224,2.029,101.88,26.158,25.484,-0.004950,-0.018587,0.009700,3.075,23.531
8.613281,0,0,737.51,0.5452,0.03410,2.63,50.229,2.140,107.48,26.158,25.484,-0.012186,-0.000632,-0.007596,3.148,23.532
8.617188,0,0,729.33,0.5270,0.01836,1.40,50.232,2.052,103.07,26.158,25.483,-0.014387,0.000397,-0.004954,3.093,23.532
8.621094,0,0,725.38,0.4887,0.02282,1.73,50.233,2.094,105.17,26.158,25.483,0.017882,0.005870,-0.001879,3.215,23.532
8.625000,0,0,719.70,0.5182,0.02577,1.94,50.216,2.047,102.77,26.158,25.483,-0.000603,-0.006519,0.000656,3.200,23.532
8.628906,0,0,715.34,0.5437,0.02060,1.54,50.241,1.923,96.61,26.157,25.482,-0.016171,0.000047,-0.007337,3.161,23.532
8.632813,0,0,713.03,0.5073,0.02877,2.15,50.199,2.061,103.44,26.157,25.482,-0.006451,-0.016773,0.009336,3.112,23.532
8.636719,0,0,714.02,0.4587,0.02455,1.84,50.221,2.089,104.93,26.157,25.482,-0.017663,0.003418,-0.005718,2.935,23.532
8.640625,0,0,702.00,0.5872,0.02782,2.05,50.249,1.984,99.70,26.157,25.481,0.017382,0.019019,0.008117,3.051,23.532
8.644531,0,0,697.71,0.4172,0.02298,1.68,50.264,2.001,100.59,26.157,25.481,-0.002460,-0.014741,0.008691,3.009,23.532
8.648438,0,0,694.80,0.4865,0.01876,1.37,50.244,2.015,101.25,26.157,25.481,0.019126,0.010888,0.006818,2.972,23.532
8.652344,0,0,688.46,0.5173,0.01706,1.23,50.216,2.061,103.48,26.156,25.480,0.012440,0.001422,-0.006212,2.990,23.532
8.656250,0,0,689.46,0.5462,0.01793,1.29,50.253,1.938,97.40,26.156,25.480,-0.001523,-0.006329,0.001113,2.908,23.532
8.660156,0,0,684.45,0.4069,0.02221,1.59,50.243,1.930,96.96,26.156,25.479,-0.015992,0.001866,-0.007661,3.114,23.532
8.664063,0,0,679.70,0.3677,0.02298,1.64,50.237,1.979,99.41,26.156,25.479,0.018570,0.012423,0.007967,3.022,23.532
8.667969,0,0,678.19,0.4450,0.02588,1.84,50.237,2.000,100.46,26.156,25.479,-0.002893,0.004405,0.001671,2.954,23.532
8.671875,0,0,672.40,0.3979,0.01239,0.87,50.215,2.027,101.78,26.156,25.478,0.021980,0.004703,0.002111,2.995,23.532
8.675781,0,0,670.19,0.5566,0.03253,2.28,50.225,1.987,99.78,26.155,25.478,-0.011705,-0.002228,-0.006282,2.914,23.532
8.679688,0,0,668.16,0.3733,0.01638,1.15,50.239,1.966,98.77,26.155,25.478,-0.011575,-0.011141,0.004155,2.931,23.532
8.683594,0,0,662.64,0.4196,0.01334,0.93,50.231,2.094,105.20,26.155,25.477,-0.009986,-0.000088,-0.003453,2.890,23.532
8.687500,0,0,657.16,0.4137,0.01913,1.32,50.267,1.994,100.24,26.155,25.477,0.019184,0.011926,0.004718,2.879,23.532
8.691406,0,0,653.49,0.4085,0.01323,0.91,50.233,1.906,95.72,26.155,25.476,-0.009594,-0.010494,0.004471,2.903,23.533
8.695313,0,0,651.47,0.4934,0.02406,1.64,50.238,1.785,89.66,26.154,25.476,-0.000364,-0.001624,-0.006107,2.803,23.533
8.699219,0,0,651.64,0.4135,0.02251,1.54,50.257,2.001,100.55,26.154,25.476,-0.003424,-0.004368,0.002117,2.858,23.533
8.703125,0,0,645.38,0.4081,0.01770,1.20,50.263,1.963,98.68,26.154,25.475,-0.007563,-0.013573,0.005207,2.838,23.533
8.707031,0,0,642.89,0.4213,0.01414,0.95,50.238,1.934,97.17,26.154,25.475,0.008483,0.004806,-0.007334,2.822,23.533
8.710938,0,0,640.32,0.4699,0.01243,0.83,50.249,1.906,95.77,26.154,25.474,-0.004441,0.002960,0.003259,2.826,23.533
8.714844,0,0,630.42,0.3775,0.02141,1.41,50.252,1.972,99.11,26.153,25.474,-0.006337,-0.012026,0.008218,2.639,23.533
8.718750,0,0,627.27,0.5197,0.01791,1.18,50.235,2.011,101.03,26.153,25.474,0.016573,0.012670,0.007074,2.644,23.533
8.722656,0,0,625.96,0.4151,0.02546,1.67,50.254,1.935,97.25,26.153,25.473,0.004201,0.012782,0.004945,2.702,23.533
8.726563,0,0,629.51,0.4369,0.02350,1.55,50.236,1.912,96.07,26.153,25.473,-0.006538,-0.014263,0.008230,2.731,23.533
8.730469,0,0,619.15,0.3392,0.01414,0.92,50.222,1.988,99.82,26.153,25.472,0.014353,0.014055,0.008443,2.594,23.533
8.734375,0,0,611.80,0.3595,0.00977,0.63,50.247,1.811,90.98,26.152,25.472,0.010232,0.011331,0.009459,2.479,23.533
8.738281,0,0,616.41,0.4921,0.02110,1.36,50.240,1.975,99.22,26.152,25.472,-0.016027,-0.001554,-0.008247,2.643,23.533
8.742188,0,0,614.12,0.4443,0.02501,1.61,50.253,1.820,91.44,26.152,25.471,-0.004327,-0.008249,0.002932,2.615,23.533
8.746094,0,0,603.95,0.3326,0.01644,1.04,50.234,1.928,96.85,26.152,25.471,0.007196,0.010645,0.009098,2.638,23.533
8.750000,0,0,602.17,0.4122,0.01997,1.26,50.235,1.982,99.55,26.152,25.470,-0.015012,0.002009,-0.008448,2.577,23.533
8.753906,0,0,605.52,0.3024,0.01922,1.22,50.246,1.875,94.20,26.151,25.470,0.004463,-0.000154,-0.006789,2.616,23.533
8.757813,0,0,601.70,0.3850,0.00978,0.62,50.262,1.822,91.58,26.151,25.469,-0.013842,0.004344,-0.006241,2.567,23.533
8.761719,0,0,592.00,0.3499,0.01734,1.07,50.245,1.933,97.12,26.151,25.469,-0.000717,-0.003465,-0.002604,2.672,23.533
8.765625,0,0,592.57,0.3984,0.01492,0.93,50.248,1.906,95.76,26.151,25.469,-0.006155,-0.015179,0.008909,2.553,23.533
8.769531,0,0,586.33,0.2641,0.02139,1.31,50.260,1.754,88.14,26.150,25.468,-0.010053,-0.007953,0.000197,2.641,23.533
8.773438,0,0,586.77,0.4008,0.02538,1.56,50.251,1.771,89.01,26.150,25.468,-0.013016,0.000659,-0.005916,2.551,23.534
8.777344,0,0,582.59,0.3160,0.01523,0.93,50.260,1.823,91.61,26.150,25.467,0.014223,0.003978,-0.003664,2.460,23.534
8.781250,0,0,572.39,0.3031,0.00947,0.57,50.238,1.762,88.51,26.149,25.467,-0.014343,0.001694,-0.006493,2.562,23.534
8.785156,0,0,574.76,0.2749,0.01478,0.89,50.252,1.797,90.31,26.149,25.466,0.017813,0.010024,0.005827,2.551,23.534
8.789063,0,0,569.91,0.3946,0.01718,1.03,50.254,1.797,90.31,26.149,25.466,-0.002773,-0.008635,0.003713,2.490,23.534
8.792969,0,0,564.86,0.3697,0.01787,1.06,50.257,1.802,90.58,26.149,25.465,-0.016949,0.002846,-0.006846,2.437,23.534
8.796875,0,0,569.01,0.2154,0.01233,0.73,50.244,1.749,87.88,26.148,25.465,-0.002522,-0.003281,-0.001024,2.582,23.534
8.800781,0,0,558.45,0.2525,0.01940,1.13,50.246,1.766,88.75,26.148,25.464,-0.003864,0.001742,-0.001763,2.346,23.534
8.804688,0,0,553.47,0.2841,0.02049,1.19,50.241,1.767,88.76,26.148,25.464,0.018418,0.006170,-0.002266,2.421,23.534
8.808594,0,0,561.89,0.3923,0.01218,0.72,50.222,1.936,97.25,26.147,25.463,-0.002899,-0.010504,0.002872,2.604,23.534
8.812500,0,0,552.14,0.2717,0.01899,1.10,50.239,1.835,92.21,26.147,25.463,0.015101,0.015300,0.007900,2.341,23.534
8.816406,0,0,544.94,0.1901,0.02312,1.32,50.251,1.765,88.69,26.147,25.463,0.011961,0.011738,0.005726,2.332,23.534
8.820313,0,0,548.62,0.3617,0.01559,0.90,50.263,1.824,91.67,26.147,25.462,-0.005554,-0.013112,0.005641,2.269,23.534
8.824219,0,0,546.41,0.3316,0.01194,0.68,50.255,1.836,92.28,26.146,25.462,-0.001112,-0.000466,-0.003416,2.375,23.534
8.828125,0,0,538.45,0.3008,0.01662,0.94,50.261,1.748,87.86,26.146,25.461,0.014460,0.005325,-0.001767,2.424,23.534
8.832031,0,0,537.56,0.2509,0.00523,0.29,50.253,1.747,87.77,26.146,25.461,0.014230,0.009748,0.005149,2.268,23.534
8.835938,0,0,537.83,0.3868,0.00672,0.38,50.220,1.809,90.85,26.145,25.460,0.017454,0.001971,-0.000118,2.300,23.534
8.839844,0,0,525.37,0.2772,0.00518,0.28,50.250,1.687,84.75,26.145,25.460,0.002483,-0.005222,-0.005743,2.289,23.534
8.843750,0,0,524.12,0.1759,0.01851,1.02,50.244,1.731,86.96,26.145,25.459,0.011890,-0.001950,-0.003568,2.176,23.534
8.847656,0,0,522.92,0.2464,0.00690,0.38,50.270,1.581,79.49,26.144,25.459,0.011750,0.013581,0.008980,2.202,23.534
8.851563,0,0,527.72,0.3748,0.01107,0.61,50.246,1.803,90.58,26.144,25.458,-0.014158,-0.000203,-0.007592,2.190,23.535
8.855469,0,0,515.76,0.2375,0.01251,0.68,50.239,1.748,87.83,26.144,25.458,0.014728,0.012807,0.002854,2.323,23.535
8.859375,0,0,517.74,0.2344,0.01532,0.83,50.279,1.664,83.67,26.143,25.457,-0.002090,-0.004666,0.002448,2.335,23.535
8.863281,0,0,512.87,0.3115,0.02032,1.09,50.266,1.766,88.75,26.143,25.457,-0.011792,-0.001282,-0.004919,2.269,23.535
8.867188,0,0,510.98,0.2825,0.01156,0.62,50.236,1.719,86.36,26.143,25.456,-0.006345,-0.011353,0.008854,2.137,23.535
8.871094,0,0,513.52,0.2666,0.01438,0.77,50.240,1.747,87.79,26.142,25.456,-0.004166,0.003747,-0.001428,2.262,23.535
8.875000,0,0,500.21,0.2333,0.01306,0.68,50.237,1.860,93.45,26.142,25.455,-0.000951,0.008230,0.003087,2.169,23.535
8.878906,0,0,497.44,0.2739,0.00847,0.44,50.288,1.749,87.94,26.142,25.455,-0.004563,-0.011429,0.006761,2.237,23.535
8.882813,0,0,505.22,0.2844,0.00621,0.33,50.254,1.818,91.36,26.141,25.454,-0.011990,0.000377,-0.005936,2.278,23.535
8.886719,0,0,495.42,0.2026,0.01083,0.56,50.257,1.790,89.96,26.141,25.454,0.000899,0.001229,-0.004591,2.021,23.535
8.890625,0,0,497.65,0.2688,0.00680,0.35,50.238,1.797,90.25,26.141,25.453,-0.013560,-0.002332,-0.003904,2.185,23.535
8.894531,0,0,491.24,0.2563,0.02079,1.07,50.256,1.532,77.01,26.140,25.453,-0.014177,0.002129,-0.006442,2.156,23.535
8.898438,0,0,488.77,0.2244,0.01660,0.85,50.279,1.745,87.75,26.140,25.452,-0.002762,-0.007535,0.003344,2.214,23.535
8.902344,0,0,483.45,0.2386,0.01271,0.64,50.262,1.718,86.35,26.140,25.452,-0.011656,-0.002068,-0.001629,2.128,23.535
8.906250,0,0,484.68,0.3456,0.00000,0.00,50.235,1.670,83.91,26.139,25.451,-0.004665,0.002376,-0.000757,2.139,23.535
8.910156,0,0,479.76,0.2606,0.01281,0.64,50.274,1.599,80.38,26.139,25.451,0.015897,0.002857,-0.000183,2.174,23.535
8.914063,0,0,474.82,0.1930,0.02031,1.01,50.267,1.692,85.03,26.139,25.450,-0.006333,-0.011980,0.004779,2.160,23.535
8.917969,0,0,482.22,0.2465,0.00596,0.30,50.249,1.651,82.95,26.138,25.450,-0.005884,-0.004400,0.003550,2.093,23.535
8.921875,0,0,474.64,0.1846,0.00753,0.37,50.269,1.643,82.57,26.138,25.449,-0.003985,-0.015014,0.007518,2.018,23.535
8.925781,0,0,470.03,0.2564,0.00836,0.41,50.249,1.650,82.90,26.138,25.448,-0.002698,0.002583,-0.001776,2.058,23.535
8.929688,0,0,464.32,0.1714,0.00881,0.43,50.280,1.738,87.39,26.137,25.448,0.014370,0.012911,0.006125,1.960,23.535
8.933594,0,0,468.93,0.2414,0.01179,0.58,50.270,1.754,88.16,26.137,25.447,-0.013108,0.000019,-0.006655,1.984,23.536
8.937500,0,0,469.31,0.2367,0.01005,0.49,50.238,1.658,83.30,26.137,25.447,-0.006963,0.003699,-0.004539,1.935,23.536
8.941406,0,0,457.97,0.2033,0.01802,0.86,50.251,1.655,83.18,26.136,25.446,0.013648,0.001318,-0.003965,1.954,23.536
8.945313,0,0,456.07,0.2009,0.01567,0.75,50.271,1.647,82.82,26.136,25.446,0.001733,0.009932,0.004156,2.050,23.536
8.949219,0,0,449.76,0.3344,0.01302,0.61,50.264,1.631,81.99,26.135,25.445,0.012081,0.013179,0.005962,1.916,23.536
8.953125,0,0,455.19,0.2751,0.01738,0.83,50.240,1.795,90.16,26.135,25.445,-0.008245,0.002658,-0.001924,1.945,23.536
8.957031,0,0,445.25,0.1930,0.00612,0.29,50.242,1.659,83.35,26.135,25.444,0.000462,-0.004426,0.002220,1.857,23.536
8.960938,0,0,449.94,0.2602,0.00974,0.46,50.271,1.507,75.74,26.134,25.444,0.013914,0.003746,0.002746,1.923,23.536
8.964844,0,0,443.12,0.1906,0.00776,0.36,50.249,1.619,81.37,26.134,25.443,0.014473,0.006145,-0.002390,1.871,23.536
8.968750,0,0,448.94,0.2953,0.01060,0.50,50.259,1.687,84.79,26.134,25.443,0.010360,0.011367,0.006909,1.973,23.536
8.972656,0,0,439.70,0.1056,0.01131,0.52,50.299,1.608,80.86,26.133,25.442,-0.010093,0.003767,-0.006251,1.843,23.536
8.976563,0,0,443.47,0.1721,0.02185,1.01,50.267,1.628,81.83,26.133,25.441,0.003375,0.001072,-0.004410,2.077,23.536
8.980469,0,0,431.16,0.1374,0.01176,0.53,50.266,1.635,82.18,26.132,25.441,-0.005088,-0.012493,0.005229,1.870,23.536
8.984375,0,0,431.65,0.1901,0.00934,0.42,50.296,1.621,81.54,26.132,25.440,-0.006539,-0.007755,0.003158,1.838,23.536
8.988281,0,0,424.07,0.1664,0.00735,0.33,50.267,1.683,84.58,26.132,25.440,-0.002397,-0.009958,0.007200,1.848,23.536
8.992188,0,0,429.38,0.2680,0.01836,0.83,50.265,1.696,85.24,26.131,25.439,0.004232,-0.000050,-0.004419,1.946,23.536
8.996094,0,0,425.61,0.2329,0.00376,0.17,50.278,1.627,81.79,26.131,25.439,-0.012119,-0.002735,-0.006714,1.899,23.536
9.000000,2,45,450.40,0.2143,0.00339,0.16,50.245,1.544,77.56,26.130,25.438,-0.003788,-0.014254,0.007215,1.855,23.536
9.003906,2,45,470.72,0.1489,0.01215,0.60,50.263,1.631,81.98,26.130,25.438,-0.006364,-0.012467,0.003606,2.129,23.536
9.007813,2,45,498.36,0.2778,0.01634,0.85,50.254,1.710,85.92,26.130,25.437,-0.012636,-0.001404,-0.008143,2.079,23.536
9.011719,2,45,510.18,0.1948,0.01744,0.93,50.269,1.707,85.82,26.129,25.437,-0.009871,-0.014505,0.008349,2.204,23.536
9.015625,2,45,533.96,0.2823,0.01083,0.61,50.272,1.724,86.68,26.129,25.436,0.011812,0.001287,-0.002484,2.335,23.537
9.019531,2,45,556.27,0.2502,0.02071,1.21,50.260,1.681,84.49,26.129,25.436,-0.009973,-0.013525,0.005153,2.523,23.537
9.023438,2,45,578.58,0.3269,0.01623,0.98,50.238,1.892,95.05,26.128,25.435,0.004030,0.009574,0.004956,2.621,23.537
9.027344,2,45,597.56,0.3026,0.01867,1.17,50.235,1.790,89.93,26.128,25.435,-0.010417,0.001155,-0.004997,2.657,23.537
9.031250,2,45,623.18,0.3250,0.01930,1.26,50.240,1.897,95.29,26.128,25.434,-0.013113,0.002663,-0.005340,2.729,23.537
9.035156,2,45,639.68,0.4128,0.02460,1.65,50.260,1.952,98.10,26.128,25.434,0.010831,-0.000750,-0.008363,2.833,23.537
9.039063,2,45,659.95,0.3298,0.02281,1.58,50.247,1.981,99.53,26.128,25.434,-0.002695,-0.001277,-0.002225,2.976,23.537
9.042969,2,45,679.05,0.4725,0.03118,2.22,50.239,1.993,100.11,26.127,25.433,0.006091,-0.002565,-0.007122,2.878,23.537
9.046875,2,45,700.45,0.4793,0.02487,1.82,50.218,2.048,102.86,26.127,25.433,-0.008219,-0.016686,0.004867,2.942,23.537
9.050781,2,45,721.12,0.4901,0.02447,1.85,50.220,2.021,101.52,26.127,25.433,-0.015882,-0.001066,-0.006978,3.059,23.537
9.054688,2,45,743.59,0.5832,0.03036,2.36,50.236,2.121,106.54,26.127,25.432,0.018365,0.003687,0.000965,3.246,23.537
9.058594,2,45,760.97,0.5654,0.02166,1.73,50.261,2.058,103.46,26.127,25.432,-0.015362,0.000606,-0.006401,3.271,23.537
9.062500,2,45,776.86,0.5816,0.03051,2.48,50.203,2.178,109.34,26.127,25.432,0.005090,0.000939,-0.009104,3.457,23.537
9.066406,2,45,788.84,0.6306,0.02851,2.35,50.241,2.074,104.21,26.127,25.432,0.020909,0.009955,0.000559,3.383,23.537
9.070313,2,45,820.86,0.6841,0.03454,2.97,50.230,2.225,111.75,26.127,25.431,0.020071,0.018661,0.009102,3.553,23.537
9.074219,2,45,836.60,0.6867,0.03268,2.86,50.216,2.112,106.04,26.127,25.431,-0.005814,-0.013369,0.007820,3.589,23.537
9.078125,2,45,852.81,0.7472,0.03448,3.08,50.231,2.141,107.54,26.127,25.431,0.007193,0.018430,0.007238,3.776,23.537
9.082031,2,45,874.48,0.8051,0.04521,4.14,50.230,2.313,116.16,26.127,25.431,-0.000443,-0.001545,-0.009913,3.792,23.537
9.085938,2,45,889.29,0.7316,0.04068,3.79,50.198,2.459,123.46,26.127,25.431,-0.013403,-0.010755,0.004869,3.995,23.537
9.089844,2,45,915.94,0.7843,0.03895,3.74,50.182,2.349,117.88,26.127,25.431,-0.018550,-0.002266,-0.009424,3.945,23.537
9.093750,2,45,929.71,0.8378,0.03896,3.79,50.237,2.175,109.26,26.127,25.430,-0.013731,0.001896,-0.003762,4.034,23.537
9.097656,2,45,940.68,0.8137,0.05059,4.98,50.206,2.376,119.29,26.127,25.430,-0.010984,-0.018769,0.007845,4.133,23.538
9.101563,2,45,962.00,0.8144,0.05160,5.20,50.190,2.287,114.79,26.127,25.430,-0.007942,0.005656,-0.003941,4.257,23.538
9.105469,2,45,978.55,0.9098,0.05267,5.40,50.184,2.369,118.87,26.127,25.430,-0.005054,-0.013719,0.008106,4.263,23.538
9.109375,2,45,992.80,0.9456,0.04520,4.70,50.192,2.531,127.06,26.127,25.430,-0.015606,-0.004477,-0.002255,4.208,23.538
9.113281,2,45,1009.06,0.9342,0.05558,5.87,50.222,2.368,118.91,26.127,25.430,0.019310,0.002304,-0.009157,4.403,23.538
9.117188,2,45,1032.18,1.0062,0.04778,5.16,50.187,2.453,123.11,26.128,25.430,-0.024199,0.000649,-0.010665,4.415,23.538
9.121094,2,45,1047.48,1.0940,0.05154,5.65,50.207,2.574,129.22,26.128,25.430,0.021352,0.003873,-0.005136,4.567,23.538
9.125000,2,45,1067.70,1.1054,0.04451,4.98,50.173,2.618,131.36,26.128,25.430,0.003184,0.000731,-0.012795,4.746,23.538
9.128906,2,45,1080.66,1.1217,0.05527,6.25,50.213,2.511,126.10,26.128,25.430,-0.001403,-0.007690,-0.006143,4.785,23.538
9.132813,2,45,1102.38,1.2406,0.06469,7.47,50.171,2.735,137.23,26.129,25.430,-0.021719,0.002234,-0.012364,4.877,23.538
9.136719,2,45,1105.60,1.2634,0.06564,7.60,50.202,2.732,137.17,26.129,25.430,0.006923,-0.001867,-0.013772,4.929,23.538
