TIME;Battery_Volt_L;Battery_Current_L;RPM_L;Motor_Temp_L;ESC_Temp_Main_L;LHM_Fx;LHM_Mz;LHM_VIBO1x;LHM_VIBO1y;Test_ID;Note_Text
12:37,1;49,8353;3,5289;1443;31,600;30,484;2,15618;0,090440;-0,001669;-0,002072;1;run_1
12:37,2;49,8292;3,3954;1458;31,605;30,489;2,15838;0,095035;0,009079;0,008106;1;run_1
12:37,2;49,8385;3,4639;1461;31,610;30,493;2,19009;0,090073;-0,018718;-0,014785;1;run_1
12:37,2;49,8546;3,3288;1467;31,615;30,497;2,20763;0,091646;0,019263;0,016194;1;run_1
12:37,2;49,8224;3,5638;1483;31,621;30,502;2,15776;0,101218;0,020533;0,016861;1;run_1
12:37,2;49,8247;3,4016;1483;31,626;30,506;2,18128;0,099035;0,001669;0,001956;1;run_1
12:37,2;49,8161;3,4971;1496;31,632;30,511;2,25819;0,100324;0,018468;0,015381;1;run_1
12:37,2;49,8472;3,5005;1503;31,637;30,515;2,35323;0,109279;-0,009639;-0,008227;1;run_1
12:37,2;49,8501;3,6234;1508;31,643;30,520;2,31291;0,104001;0,015966;0,012721;1;run_1
12:37,2;49,8383;3,6153;1518;31,649;30,524;2,34471;0,104902;0,004802;0,004307;1;run_1
12:37,2;49,8376;3,6387;1523;31,654;30,529;2,37757;0,109166;-0,007888;-0,005562;1;run_1
12:37,3;49,8152;3,6456;1530;31,660;30,533;2,36421;0,102727;0,017151;0,014988;1;run_1
12:37,3;49,8173;3,5632;1537;31,666;30,538;2,43649;0,106895;-0,018219;-0,015480;1;run_1
12:37,3;49,8292;3,7192;1545;31,671;30,543;2,45111;0,106484;0,021109;0,015918;1;run_1
12:37,3;49,8259;3,6313;1549;31,677;30,547;2,41086;0,102384;-0,019182;-0,015797;1;run_1
12:37,3;49,8122;3,6193;1558;31,683;30,552;2,48957;0,105671;0,003658;0,005244;1;run_1
12:37,3;49,8417;3,5848;1563;31,688;30,556;2,53237;0,111492;-0,007135;-0,004524;1;run_1
12:37,3;49,8104;3,7115;1571;31,694;30,561;2,49172;0,105018;-0,005765;-0,005206;1;run_1
12:37,3;49,8244;3,7123;1570;31,700;30,565;2,50134;0,108075;-0,017938;-0,013614;1;run_1
12:37,3;49,8168;3,7322;1581;31,706;30,570;2,57626;0,105401;-0,008402;-0,005947;1;run_1
12:37,3;49,8250;3,7100;1588;31,711;30,575;2,63490;0,111920;0,016377;0,013697;1;run_1
12:37,4;49,8200;3,7335;1594;31,717;30,579;2,62524;0,111258;-0,019617;-0,015358;1;run_1
12:37,4;49,7980;3,7491;1594;31,723;30,584;2,59545;0,113211;-0,004212;-0,004133;1;run_1
12:37,4;49,8021;3,6461;1597;31,729;30,589;2,65514;0,116255;0,011114;0,010621;1;run_1
12:37,4;49,8000;3,8410;1607;31,734;30,593;2,70876;0,113015;0,015269;0,012274;1;run_1
12:37,4;49,8263;3,7734;1611;31,740;30,598;2,58586;0,109943;-0,011845;-0,010087;1;run_1
12:37,4;49,8079;3,7062;1615;31,746;30,603;2,73978;0,113499;0,007267;0,007845;1;run_1
12:37,4;49,8277;3,7449;1618;31,752;30,607;2,67950;0,117944;0,000611;0,000586;1;run_1
12:37,4;49,8113;3,8605;1627;31,758;30,612;2,60179;0,117528;0,015974;0,013605;1;run_1
12:37,4;49,8049;3,8521;1625;31,764;30,617;2,73025;0,120435;0,016304;0,013416;1;run_1
12:37,4;49,8004;3,8576;1634;31,769;30,621;2,69178;0,118762;0,009725;0,006411;1;run_1
12:37,5;49,7931;3,8385;1639;31,775;30,626;2,76289;0,119237;-0,011314;-0,010530;1;run_1
12:37,5;49,8029;3,8384;1645;31,781;30,631;2,71705;0,116713;0,013467;0,013167;1;run_1
12:37,5;49,7921;3,8915;1645;31,787;30,636;2,73842;0,118102;0,011745;0,009398;1;run_1
12:37,5;49,8096;3,9368;1651;31,793;30,641;2,80626;0,116142;-0,000285;0,001488;1;run_1
12:37,5;49,8050;3,9519;1652;31,799;30,645;2,72542;0,113310;0,016270;0,013413;1;run_1
12:37,5;49,7994;3,7897;1657;31,805;30,650;2,82532;0,121179;-0,018861;-0,015270;1;run_1
12:37,5;49,8162;3,8703;1659;31,811;30,655;2,80728;0,116838;0,019949;0,016427;1;run_1
12:37,5;49,8056;3,9587;1663;31,817;30,659;2,82313;0,118831;-0,021226;-0,017182;1;run_1
12:37,5;49,8076;3,8914;1667;31,823;30,664;2,85177;0,123180;0,017725;0,012792;1;run_1
12:37,5;49,8036;3,9960;1670;31,829;30,669;2,86720;0,125004;-0,011207;-0,010019;1;run_1
12:37,6;49,8108;3,9222;1673;31,835;30,674;2,94126;0,129859;0,007670;0,009041;1;run_1
12:37,6;49,8230;3,8938;1678;31,841;30,678;2,87680;0,125439;-0,013168;-0,010219;1;run_1
12:37,6;49,8041;3,9112;1675;31,846;30,683;2,78123;0,124605;-0,021477;-0,019607;1;run_1
12:37,6;49,7942;3,8416;1679;31,852;30,688;2,86250;0,127963;0,020967;0,017899;1;run_1
12:37,6;49,7821;3,9706;1687;31,858;30,693;2,79105;0,130645;-0,015990;-0,013068;1;run_1
12:37,6;49,7965;3,8938;1685;31,864;30,697;2,89391;0,127046;0,009675;0,008332;1;run_1
12:37,6;49,8070;3,9810;1690;31,870;30,702;2,88054;0,125518;-0,013308;-0,008979;1;run_1
12:37,6;49,8191;4,0505;1689;31,876;30,707;2,94057;0,122543;-0,019483;-0,016051;1;run_1
12:37,6;49,8078;3,9117;1695;31,882;30,711;2,87487;0,126649;0,007886;0,008169;1;run_1
12:37,6;49,7787;4,0263;1697;31,888;30,716;2,99277;0,134908;-0,019412;-0,017290;1;run_1
12:37,7;49,8230;3,9703;1698;31,894;30,721;3,00505;0,131347;0,016103;0,011692;1;run_1
12:37,7;49,7935;4,0082;1708;31,900;30,726;2,96673;0,125913;-0,003009;-0,000819;1;run_1
12:37,7;49,8135;3,9009;1705;31,906;30,730;3,02905;0,126809;0,010979;0,009502;1;run_1
12:37,7;49,8071;4,0141;1708;31,912;30,735;3,00658;0,122053;-0,005468;-0,005282;1;run_1
12:37,7;49,8249;3,8810;1711;31,917;30,740;3,02118;0,125056;-0,006253;-0,005787;1;run_1
12:37,7;49,7918;4,0532;1712;31,923;30,744;2,90493;0,125288;0,021000;0,019017;1;run_1
12:37,7;49,7984;4,0717;1714;31,929;30,749;3,04059;0,136681;-0,021004;-0,018922;1;run_1
12:37,7;49,8083;3,9582;1717;31,935;30,754;3,02901;0,130297;0,021536;0,016826;1;run_1
12:37,7;49,7999;3,9686;1723;31,941;30,758;3,03422;0,127271;-0,023010;-0,020924;1;run_1
12:37,7;49,7990;4,0617;1720;31,947;30,763;3,09466;0,133668;-0,017050;-0,012343;1;run_1
12:37,8;49,7967;4,1514;1721;31,953;30,768;2,92019;0,124434;0,021716;0,018719;1;run_1
12:37,8;49,7864;4,1286;1728;31,959;30,773;3,05488;0,132470;-0,012398;-0,009470;1;run_1
12:37,8;49,7964;3,9451;1730;31,965;30,778;3,09626;0,129817;0,022602;0,017679;1;run_1
12:37,8;49,7989;4,0439;1728;31,971;30,782;3,05307;0,131980;0,007143;0,004514;1;run_1
12:37,8;49,8162;4,0907;1732;31,977;30,787;2,99705;0,122026;-0,003235;-0,004251;1;run_1
12:37,8;49,7875;3,9400;1730;31,983;30,792;3,13601;0,134087;0,018575;0,014832;1;run_1
12:37,8;49,7820;4,1577;1737;31,989;30,796;3,01910;0,130252;-0,019222;-0,015860;1;run_1
12:37,8;49,7943;4,1344;1732;31,995;30,801;3,08882;0,129389;-0,019228;-0,016191;1;run_1
12:37,8;49,7999;4,0950;1740;32,001;30,806;3,08563;0,132916;-0,010793;-0,008446;1;run_1
12:37,8;49,7716;4,1056;1736;32,007;30,811;3,10144;0,137308;-0,013841;-0,012338;1;run_1
12:37,9;49,8090;4,1258;1740;32,013;30,815;3,12156;0,131014;0,014872;0,010788;1;run_1
12:37,9;49,7821;4,1251;1739;32,019;30,820;3,10416;0,140134;0,011608;0,009063;1;run_1
12:37,9;49,7928;4,0552;1740;32,025;30,825;3,01548;0,141175;-0,020705;-0,017396;1;run_1
12:37,9;49,7978;4,0502;1744;32,030;30,829;3,17227;0,134020;0,019867;0,015565;1;run_1
12:37,9;49,7713;4,0738;1743;32,036;30,834;3,18369;0,135454;0,002726;0,001741;1;run_1
12:37,9;49,7802;4,2071;1746;32,042;30,839;3,08146;0,129238;-0,008681;-0,006793;1;run_1
12:37,9;49,7833;4,0805;1751;32,048;30,843;3,11362;0,138034;-0,003646;-0,000896;1;run_1
12:37,9;49,8035;4,0441;1747;32,054;30,848;3,09471;0,134790;-0,010336;-0,010464;1;run_1
12:37,9;49,7906;4,1121;1751;32,060;30,853;3,14115;0,135689;0,013620;0,010748;1;run_1
12:37,9;49,7998;4,0655;1750;32,066;30,857;3,14394;0,144278;0,019144;0,015560;1;run_1
12:38,0;49,7797;4,1387;1752;32,072;30,862;3,04430;0,128252;-0,022496;-0,019909;1;run_1
12:38,0;49,7906;4,1281;1754;32,078;30,866;3,10051;0,136608;0,020470;0,019595;1;run_1
12:38,0;49,7968;4,0986;1754;32,083;30,871;3,13665;0,139659;0,006109;0,004560;1;run_1
12:38,0;49,7938;4,1352;1761;32,089;30,876;3,16604;0,142876;0,015269;0,012187;1;run_1
12:38,0;49,7993;4,0329;1760;32,095;30,880;3,09376;0,133061;0,015544;0,012410;1;run_1
12:38,0;49,7874;4,1653;1762;32,101;30,885;3,14016;0,132917;-0,019459;-0,017779;1;run_1
12:38,0;49,7972;4,1731;1759;32,107;30,889;3,16518;0,128229;-0,014062;-0,011212;1;run_1
12:38,0;49,8008;4,1732;1761;32,113;30,894;3,19413;0,142706;0,021329;0,016095;1;run_1
12:38,0;49,7679;4,1882;1764;32,119;30,899;3,15870;0,134623;-0,018173;-0,014258;1;run_1
12:38,0;49,7851;4,1259;1764;32,124;30,903;3,09861;0,138596;0,006828;0,004248;1;run_1
12:38,1;49,7908;4,0863;1766;32,130;30,908;3,14751;0,139708;-0,000689;0,000121;1;run_1
12:38,1;49,8012;4,2583;1764;32,136;30,913;3,18358;0,131622;-0,017944;-0,016563;1;run_1
12:38,1;49,8030;4,1222;1767;32,142;30,917;3,19472;0,135148;0,016707;0,015679;1;run_1
12:38,1;49,7936;4,1369;1770;32,148;30,922;3,26034;0,140160;-0,012316;-0,009455;1;run_1
12:38,1;49,7682;4,1744;1762;32,154;30,926;3,18229;0,130420;0,007112;0,005533;1;run_1
12:38,1;49,7968;4,1250;1765;32,159;30,931;3,22529;0,141141;-0,012450;-0,008993;1;run_1
12:38,1;49,7926;4,1475;1769;32,165;30,935;3,11189;0,140154;0,007310;0,006808;1;run_1
12:38,1;49,7846;4,1608;1770;32,171;30,940;3,16257;0,141622;-0,018463;-0,014393;1;run_1
12:38,1;49,7696;4,1692;1767;32,177;30,944;3,10779;0,130715;-0,012334;-0,010216;1;run_1
12:38,1;49,7726;4,1749;1768;32,183;30,949;3,14096;0,143676;0,022571;0,019189;1;run_1
12:38,2;49,7898;4,1599;1771;32,188;30,953;3,17436;0,133967;-0,022130;-0,019157;1;run_1
12:38,2;49,8002;4,0518;1771;32,194;30,958;3,21122;0,131732;0,006088;0,005634;1;run_1
12:38,2;49,7937;4,1125;1771;32,200;30,962;3,12787;0,137778;0,016652;0,015322;1;run_1
12:38,2;49,7809;4,1230;1773;32,205;30,966;3,13306;0,136233;-0,021823;-0,018046;1;run_1
12:38,2;49,8028;4,0507;1771;32,211;30,971;3,26456;0,133776;-0,009012;-0,005627;1;run_1
12:38,2;49,7740;4,2089;1774;32,217;30,975;3,24189;0,146169;0,016868;0,015989;1;run_1
12:38,2;49,7904;4,1617;1779;32,222;30,980;3,26701;0,133611;-0,003424;-0,002779;1;run_1
12:38,2;49,8019;4,2134;1781;32,228;30,984;3,30489;0,145438;0,005456;0,006456;1;run_1
12:38,2;49,7788;4,1565;1777;32,234;30,989;3,13983;0,132593;0,000860;-0,000428;1;run_1
12:38,2;49,7754;4,1867;1776;32,240;30,993;3,25247;0,143497;-0,022169;-0,018394;1;run_1
12:38,3;49,7971;4,0938;1779;32,245;30,997;3,18117;0,141473;0,020282;0,016708;1;run_1
12:38,3;49,7820;4,2129;1776;32,251;31,002;3,28573;0,146506;0,022141;0,016955;1;run_1
12:38,3;49,7854;4,2217;1779;32,257;31,006;3,22524;0,140169;-0,023802;-0,022542;1;run_1
12:38,3;49,7898;4,1742;1779;32,262;31,011;3,15243;0,142930;0,008580;0,006237;1;run_1
12:38,3;49,7931;4,1114;1779;32,268;31,015;3,17684;0,139379;0,012856;0,012848;1;run_1
12:38,3;49,7672;4,2959;1781;32,274;31,020;3,27506;0,135063;-0,021572;-0,017462;1;run_1
12:38,3;49,7866;4,2110;1778;32,279;31,024;3,21600;0,136481;-0,013787;-0,011138;1;run_1
12:38,3;49,7936;4,1421;1782;32,285;31,028;3,15169;0,147198;0,009135;0,007624;1;run_1
12:38,3;49,7833;4,2080;1783;32,291;31,033;3,22876;0,138070;-0,017575;-0,015116;1;run_1
12:38,3;49,7830;4,2032;1778;32,296;31,037;3,25834;0,140446;-0,021200;-0,017423;1;run_1
12:38,4;49,7789;4,0916;1780;32,302;31,041;3,27737;0,142764;0,021546;0,015227;1;run_1
12:38,4;49,7971;4,2263;1783;32,307;31,046;3,28741;0,142845;-0,018878;-0,015549;1;run_1
12:38,4;49,7775;4,1169;1783;32,313;31,050;3,27801;0,143568;0,005063;0,002816;1;run_1
12:38,4;49,7867;4,2817;1784;32,319;31,054;3,27741;0,144617;0,015255;0,013049;1;run_1
12:38,4;49,7738;4,1399;1782;32,324;31,059;3,16850;0,144897;-0,004047;-0,002985;1;run_1
12:38,4;49,7832;4,2914;1787;32,330;31,063;3,27322;0,136491;0,015342;0,012896;1;run_1
12:38,4;49,7774;4,2298;1785;32,336;31,068;3,26475;0,140776;0,019465;0,016483;1;run_1
12:38,4;49,7763;4,2741;1789;32,341;31,072;3,30795;0,140894;-0,015836;-0,012994;1;run_1
12:38,4;49,7905;4,1979;1780;32,347;31,076;3,18813;0,141497;-0,013050;-0,010806;1;run_1
12:38,4;49,7670;4,2620;1785;32,353;31,081;3,20706;0,133640;0,020890;0,014603;1;run_1
12:38,5;49,7802;4,2213;1790;32,358;31,085;3,33786;0,144897;-0,018718;-0,015029;1;run_1
12:38,5;49,7916;4,1443;1788;32,364;31,089;3,30338;0,132418;0,002630;0,002475;1;run_1
12:38,5;49,7893;4,1763;1787;32,369;31,093;3,23081;0,141670;0,022853;0,018353;1;run_1
12:38,5;49,7945;4,1288;1791;32,375;31,097;3,23505;0,134815;-0,017993;-0,015367;1;run_1
12:38,5;49,7579;4,1591;1786;32,380;31,102;3,28807;0,138209;-0,019652;-0,014541;1;run_1
12:38,5;49,7936;4,1681;1788;32,385;31,106;3,23864;0,137477;0,021914;0,019005;1;run_1
12:38,5;49,7909;4,2097;1789;32,391;31,110;3,29841;0,132083;-0,004895;-0,003715;1;run_1
12:38,5;49,7696;4,2414;1788;32,397;31,114;3,17966;0,138360;-0,022750;-0,019904;1;run_1
12:38,5;49,8058;4,0631;1789;32,402;31,118;3,22340;0,151174;0,015851;0,015268;1;run_1
12:38,5;49,7575;4,2005;1793;32,407;31,123;3,28911;0,138629;-0,023591;-0,019328;1;run_1
12:38,6;49,7862;4,1806;1790;32,413;31,127;3,23610;0,143073;-0,017441;-0,012596;1;run_1
12:38,6;49,7823;4,1978;1789;32,418;31,131;3,24010;0,129247;0,003745;0,003222;1;run_1
12:38,6;49,8042;4,1836;1785;32,423;31,135;3,27986;0,133457;0,009157;0,007721;1;run_1
12:38,6;49,7728;4,2657;1790;32,429;31,139;3,21085;0,140053;-0,022143;-0,018516;1;run_1
12:38,6;49,7854;4,1581;1791;32,434;31,143;3,26419;0,140209;0,009352;0,007255;1;run_1
12:38,6;49,7799;4,3397;1795;32,440;31,148;3,26177;0,146308;-0,015509;-0,010935;1;run_1
12:38,6;49,8011;4,1796;1792;32,445;31,152;3,33470;0,146876;-0,022242;-0,018330;1;run_1
12:38,6;49,7739;4,2014;1792;32,451;31,156;3,21500;0,133749;0,010429;0,007124;1;run_1
12:38,6;49,8018;4,1549;1793;32,456;31,160;3,31885;0,145841;0,006747;0,005418;1;run_1
12:38,6;49,7751;4,1479;1793;32,461;31,164;3,26918;0,138906;-0,021408;-0,019148;1;run_1
12:38,7;49,7652;4,3373;1795;32,467;31,168;3,27282;0,141025;0,021466;0,017208;1;run_1
12:38,7;49,7634;4,2987;1789;32,473;31,173;3,28285;0,138711;0,009790;0,008018;1;run_1
12:38,7;49,7740;4,2333;1795;32,478;31,177;3,36129;0,141951;-0,022648;-0,019461;1;run_1
12:38,7;49,8114;4,1533;1792;32,483;31,181;3,18563;0,138137;-0,017076;-0,015921;1;run_1
12:38,7;49,7874;4,2711;1790;32,489;31,185;3,32475;0,145969;-0,004393;-0,002473;1;run_1
12:38,7;49,7935;4,2242;1793;32,494;31,189;3,21550;0,141386;-0,002046;-0,001746;1;run_1
12:38,7;49,7802;4,1889;1793;32,499;31,193;3,33575;0,145724;-0,020912;-0,018449;1;run_1
12:38,7;49,7659;4,1588;1789;32,505;31,197;3,26564;0,145407;-0,024021;-0,018811;1;run_1
12:38,7;49,8003;4,2104;1791;32,510;31,201;3,30126;0,139295;0,022529;0,019657;1;run_1
12:38,7;49,7747;4,2525;1795;32,515;31,205;3,29007;0,148020;-0,022658;-0,017998;1;run_1
12:38,8;49,7881;4,2163;1798;32,521;31,209;3,23583;0,139945;0,018877;0,015399;1;run_1
12:38,8;49,8144;4,1248;1796;32,526;31,213;3,31207;0,138894;0,000553;-0,001668;1;run_1
12:38,8;49,7707;4,1531;1794;32,531;31,217;3,32877;0,135934;-0,020589;-0,015144;1;run_1
12:38,8;49,7829;4,2206;1791;32,536;31,221;3,21287;0,144348;-0,021028;-0,016206;1;run_1
12:38,8;49,8130;4,0730;1792;32,541;31,225;3,30745;0,147755;0,013734;0,012078;1;run_1
12:38,8;49,7818;4,2380;1795;32,547;31,229;3,14540;0,141174;-0,015258;-0,010995;1;run_1
12:38,8;49,8000;4,2101;1793;32,552;31,233;3,18712;0,137322;-0,022790;-0,017473;1;run_1
12:38,8;49,7973;4,2463;1790;32,557;31,237;3,25639;0,135427;-0,007583;-0,006922;1;run_1
12:38,8;49,7950;4,1556;1796;32,562;31,240;3,32076;0,149300;-0,015503;-0,012780;1;run_1
12:38,8;49,7989;4,2319;1792;32,567;31,244;3,23571;0,135168;-0,015705;-0,013180;1;run_1
12:38,9;49,7806;4,2279;1796;32,573;31,248;3,26754;0,140208;0,021730;0,017573;1;run_1
12:38,9;49,7850;4,2226;1793;32,578;31,252;3,30982;0,147057;0,019168;0,015810;1;run_1
12:38,9;49,7590;4,2939;1792;32,583;31,256;3,31988;0,137234;0,001037;0,001276;1;run_1
12:38,9;49,8010;4,1304;1798;32,588;31,260;3,26131;0,140140;0,022005;0,017503;1;run_1
12:38,9;49,7756;4,1615;1792;32,593;31,264;3,29710;0,137068;0,013224;0,011087;1;run_1
12:38,9;49,8017;4,0770;1796;32,598;31,268;3,17888;0,138232;-0,024626;-0,019002;1;run_1
12:38,9;49,7751;4,1721;1796;32,603;31,271;3,34608;0,139489;-0,001676;-0,000883;1;run_1
12:38,9;49,7882;4,2124;1798;32,609;31,275;3,26303;0,144621;0,006305;0,003254;1;run_1
12:38,9;49,7803;4,1863;1796;32,614;31,279;3,37251;0,142060;-0,014342;-0,012319;1;run_1
12:38,9;49,7706;4,2666;1794;32,619;31,283;3,29190;0,140159;-0,018225;-0,013469;1;run_1
12:39,0;49,7896;4,1400;1800;32,624;31,287;3,32618;0,138013;0,000464;-0,000303;1;run_1
12:39,0;49,7908;4,2106;1795;32,629;31,291;3,23175;0,139916;0,008666;0,005654;1;run_1
12:39,0;49,7831;4,2083;1796;32,634;31,295;3,28018;0,149731;-0,019637;-0,016064;1;run_1
12:39,0;49,8032;4,1696;1796;32,639;31,298;3,22778;0,134989;0,014147;0,010948;1;run_1
12:39,0;49,7969;4,2444;1795;32,644;31,302;3,32500;0,137597;0,020713;0,018096;1;run_1
12:39,0;49,7976;4,1667;1795;32,649;31,306;3,28478;0,142506;-0,015509;-0,013761;1;run_1
12:39,0;49,7943;4,2081;1793;32,654;31,310;3,34794;0,147781;-0,022060;-0,018866;1;run_1
12:39,0;49,7646;4,2947;1798;32,660;31,314;3,21518;0,145453;0,012608;0,012553;1;run_1
12:39,0;49,8044;4,1949;1797;32,665;31,317;3,23967;0,148131;-0,020885;-0,016200;1;run_1
12:39,0;49,7867;4,2120;1800;32,670;31,321;3,27011;0,140506;0,021370;0,019528;1;run_1
12:39,1;49,7939;4,2039;1798;32,675;31,325;3,27880;0,140483;0,015874;0,010348;1;run_1
12:39,1;49,7763;4,1089;1794;32,679;31,328;3,19469;0,143479;0,021111;0,016889;1;run_1
12:39,1;49,8077;4,1650;1797;32,684;31,332;3,35195;0,146824;-0,014398;-0,011849;1;run_1
12:39,1;49,7919;4,1183;1800;32,689;31,336;3,34482;0,140452;0,012155;0,010694;1;run_1
12:39,1;49,8124;4,1473;1801;32,694;31,339;3,35713;0,139078;-0,020524;-0,018320;1;run_1
12:39,1;49,7869;4,2491;1796;32,699;31,343;3,25003;0,144666;-0,020206;-0,016324;1;run_1
12:39,1;49,8015;4,1343;1797;32,704;31,347;3,25569;0,145849;0,010462;0,010256;1;run_1
12:39,1;49,8024;4,1620;1795;32,709;31,350;3,35259;0,136360;0,023461;0,017469;1;run_1
12:39,1;49,7655;4,3284;1795;32,714;31,354;3,26064;0,153757;0,002234;0,001247;1;run_1
12:39,1;49,7804;4,1946;1799;32,719;31,358;3,31929;0,147744;0,015619;0,014528;1;run_1
12:39,2;49,7728;4,3543;1795;32,724;31,362;3,24426;0,136518;0,012423;0,011517;1;run_1
12:39,2;49,7741;4,1215;1800;32,729;31,365;3,28808;0,137973;-0,021867;-0,018757;1;run_1
12:39,2;49,7947;4,1275;1799;32,734;31,369;3,31322;0,143217;0,004564;0,005067;1;run_1
12:39,2;49,7995;4,3013;1800;32,739;31,373;3,27958;0,141751;0,014311;0,013836;1;run_1
12:39,2;49,7874;4,1438;1796;32,744;31,376;3,24280;0,136507;0,011925;0,008483;1;run_1
12:39,2;49,7906;4,1743;1799;32,749;31,380;3,34022;0,143242;-0,005967;-0,004858;1;run_1
12:39,2;49,7643;4,2048;1803;32,753;31,383;3,34284;0,146479;-0,002206;0,000430;1;run_1
12:39,2;49,7660;4,2404;1799;32,758;31,387;3,36150;0,148946;-0,001589;-0,001797;1;run_1
12:39,2;49,7968;4,1456;1798;32,763;31,391;3,25703;0,142465;-0,020819;-0,018304;1;run_1
12:39,2;49,7818;4,1151;1799;32,768;31,394;3,25269;0,152134;0,011542;0,011774;1;run_1
12:39,3;49,7846;4,2315;1797;32,773;31,398;3,37426;0,148407;0,022495;0,017702;1;run_1
12:39,3;49,7930;4,1724;1802;32,778;31,401;3,26525;0,143062;0,000055;-0,000203;1;run_1
12:39,3;49,7853;4,1545;1804;32,782;31,405;3,30582;0,151320;0,007544;0,005353;1;run_1
12:39,3;49,7706;4,2915;1797;32,787;31,408;3,35560;0,146098;0,017680;0,014807;1;run_1
12:39,3;49,7992;4,2494;1796;32,792;31,412;3,41644;0,144017;0,018115;0,014996;1;run_1
12:39,3;49,7670;4,2284;1799;32,797;31,416;3,29248;0,143048;-0,010121;-0,007366;1;run_1
12:39,3;49,7756;4,2444;1796;32,802;31,419;3,38818;0,145114;0,002371;0,002676;1;run_1
12:39,3;49,7727;4,1908;1798;32,807;31,423;3,29377;0,139418;0,002499;0,000045;1;run_1
12:39,3;49,7946;4,2165;1800;32,811;31,426;3,30595;0,143773;-0,008724;-0,007863;1;run_1
12:39,3;49,7629;4,2346;1803;32,816;31,430;3,28746;0,142001;0,005874;0,006892;1;run_1
12:39,4;49,7857;4,2232;1798;32,821;31,433;3,33632;0,145967;0,019413;0,016052;1;run_1
12:39,4;49,8126;4,1162;1800;32,826;31,437;3,30149;0,144011;-0,020331;-0,016769;1;run_1
12:39,4;49,7921;4,1312;1799;32,830;31,440;3,24710;0,142251;0,002366;0,002053;1;run_1
12:39,4;49,7668;4,3065;1801;32,835;31,444;3,27003;0,146674;0,002365;0,001796;1;run_1
12:39,4;49,8073;4,1599;1798;32,840;31,447;3,26017;0,142203;-0,001296;-0,000503;1;run_1
12:39,4;49,7782;4,2930;1799;32,845;31,451;3,28710;0,146953;-0,012078;-0,007845;1;run_1
12:39,4;49,7982;4,2116;1796;32,850;31,454;3,27093;0,135664;-0,003991;-0,002113;1;run_1
12:39,4;49,7600;4,2812;1798;32,854;31,458;3,19254;0,134795;0,006050;0,007777;1;run_1
12:39,4;49,7849;4,2132;1798;32,859;31,461;3,24299;0,133133;-0,021282;-0,018837;1;run_1
12:39,4;49,7924;4,2203;1798;32,864;31,465;3,28574;0,141098;0,002189;0,002455;1;run_1
12:39,5;49,7874;4,1311;1796;32,868;31,468;3,30549;0,142445;0,019653;0,016312;1;run_1
12:39,5;49,7780;4,2014;1801;32,873;31,472;3,28088;0,153904;-0,019799;-0,015700;1;run_1
12:39,5;49,7745;4,1802;1796;32,878;31,475;3,33622;0,139800;-0,020439;-0,015821;1;run_1
12:39,5;49,7651;4,2591;1799;32,883;31,479;3,19679;0,135879;0,019768;0,016663;1;run_1
12:39,5;49,7857;4,2868;1800;32,887;31,482;3,33407;0,141421;-0,021118;-0,018213;1;run_1
12:39,5;49,7584;4,3294;1800;32,892;31,486;3,22493;0,146967;0,003858;0,002998;1;run_1
12:39,5;49,7739;4,2323;1800;32,897;31,489;3,31239;0,145672;0,020670;0,018283;1;run_1
12:39,5;49,7799;4,1501;1803;32,902;31,492;3,33313;0,142691;-0,017943;-0,014534;1;run_1
12:39,5;49,7934;4,1534;1802;32,906;31,496;3,29709;0,137230;0,009921;0,009938;1;run_1
12:39,5;49,7736;4,1637;1798;32,911;31,499;3,40642;0,140061;0,000045;-0,000323;1;run_1
12:39,6;49,8131;4,1578;1797;32,915;31,502;3,26879;0,139189;0,020552;0,016607;1;run_1
12:39,6;49,7789;4,2561;1797;32,920;31,506;3,27693;0,143125;-0,006923;-0,006694;1;run_1
12:39,6;49,8002;4,1999;1798;32,924;31,509;3,19834;0,139889;-0,010586;-0,009356;1;run_1
12:39,6;49,7841;4,1321;1803;32,929;31,512;3,23097;0,142848;-0,021465;-0,017486;1;run_1
12:39,6;49,7828;4,2928;1801;32,934;31,516;3,33957;0,141441;-0,019776;-0,017138;1;run_1
12:39,6;49,7617;4,2709;1798;32,938;31,519;3,28566;0,136151;-0,019555;-0,017912;1;run_1
12:39,6;49,7850;4,1746;1799;32,943;31,522;3,29411;0,137294;0,024273;0,020881;1;run_1
12:39,6;49,7814;4,3139;1800;32,948;31,526;3,35614;0,146473;-0,009323;-0,008225;1;run_1
12:39,6;49,7924;4,1360;1800;32,952;31,529;3,27235;0,139629;-0,010483;-0,010485;1;run_1
12:39,6;49,7782;4,1987;1796;32,957;31,532;3,31346;0,144999;-0,022114;-0,018194;1;run_1
12:39,7;49,7954;4,1857;1799;32,961;31,536;3,30686;0,149224;0,016480;0,013286;1;run_1
12:39,7;49,7952;4,1734;1801;32,966;31,539;3,28944;0,141149;-0,010663;-0,008298;1;run_1
12:39,7;49,7650;4,2632;1800;32,970;31,542;3,23125;0,143055;0,016348;0,013476;1;run_1
12:39,7;49,7932;4,1795;1805;32,975;31,546;3,28323;0,145235;-0,016852;-0,014320;1;run_1
12:39,7;49,7846;4,2022;1798;32,979;31,549;3,35124;0,141214;-0,008401;-0,007530;1;run_1
12:39,7;49,7776;4,1818;1802;32,984;31,552;3,29536;0,147315;0,016036;0,012681;1;run_1
