TIME,Run_ID,command_pct,rpm,thrust_n,torque_nm,vibration_g
not-recorded,1,40,2342.65,5.6832,0.25202,0.019211
not-recorded,1,40,2345.89,5.7201,0.24336,0.029476
not-recorded,1,40,2342.73,5.6096,0.25073,0.024086
not-recorded,1,40,2339.79,5.6545,0.25026,0.019454
not-recorded,1,40,2343.97,5.6892,0.24381,0.031843
not-recorded,1,40,2343.33,5.6326,0.24907,0.030592
not-recorded,1,40,2340.74,5.5982,0.24296,0.029476
not-recorded,1,40,2341.28,5.6582,0.25038,0.032347
not-recorded,1,40,2342.33,5.6365,0.24505,0.031424
not-recorded,1,40,2340.48,5.6130,0.24432,0.031953
not-recorded,1,40,2338.51,5.6171,0.24843,0.031502
not-recorded,1,40,2347.41,5.6261,0.24822,0.018652
not-recorded,1,40,2346.09,5.6956,0.24023,0.019535
not-recorded,1,40,2345.80,5.7057,0.24883,0.017235
not-recorded,1,40,2346.54,5.6430,0.24882,0.010436
not-recorded,1,40,2342.16,5.6321,0.25275,0.023810
not-recorded,1,40,2344.88,5.6937,0.24586,0.009965
not-recorded,1,40,2344.52,5.7126,0.24396,0.008445
not-recorded,1,40,2343.45,5.6404,0.24760,0.006362
not-recorded,1,40,2343.28,5.6341,0.24834,0.004434
not-recorded,1,40,2338.15,5.6116,0.24013,0.021376
not-recorded,1,40,2345.91,5.6667,0.24493,-0.014834
not-recorded,1,40,2345.41,5.6706,0.24763,-0.012701
not-recorded,1,40,2348.46,5.6615,0.24922,-0.026186
not-recorded,1,40,2340.54,5.6308,0.24915,-0.003047
not-recorded,1,40,2343.51,5.6799,0.25015,-0.019569
not-recorded,1,40,2343.62,5.6726,0.24486,-0.020155
not-recorded,1,40,2344.01,5.6950,0.24545,-0.023887
not-recorded,1,40,2349.11,5.6505,0.24955,-0.032612
not-recorded,1,40,2342.66,5.6283,0.24595,-0.027108
not-recorded,1,40,2345.29,5.6834,0.25014,-0.032004
not-recorded,1,40,2347.24,5.6452,0.24498,-0.029395
not-recorded,1,40,2345.71,5.5869,0.24614,-0.031612
not-recorded,1,40,2339.40,5.6735,0.24865,-0.027569
not-recorded,1,40,2346.57,5.6304,0.25508,-0.027330
not-recorded,1,40,2349.81,5.6665,0.25484,-0.019674
not-recorded,1,40,2344.80,5.6301,0.24736,-0.029306
not-recorded,1,40,2342.94,5.6330,0.24636,-0.028480
not-recorded,1,40,2342.17,5.6495,0.24885,-0.028772
not-recorded,1,40,2346.05,5.6296,0.25221,-0.016848
not-recorded,1,40,2344.99,5.6691,0.24640,-0.017181
not-recorded,1,40,2344.77,5.6461,0.25551,-0.015001
not-recorded,1,40,2345.59,5.7083,0.24735,-0.007536
not-recorded,1,40,2349.16,5.6583,0.24743,0.011202
not-recorded,1,40,2348.44,5.7115,0.25178,0.010086
not-recorded,1,40,2347.16,5.6486,0.24366,0.010072
not-recorded,1,40,2351.71,5.6711,0.24408,0.025719
not-recorded,1,40,2344.56,5.6429,0.24033,0.008281
not-recorded,1,40,2345.23,5.6629,0.24646,0.010766
not-recorded,1,40,2347.31,5.6898,0.24561,0.022694
not-recorded,1,40,2346.19,5.6531,0.25199,0.022406
not-recorded,1,40,2346.52,5.7255,0.24788,0.025642
not-recorded,1,40,2350.45,5.7044,0.24966,0.031127
not-recorded,1,40,2347.73,5.6881,0.24742,0.029789
not-recorded,1,40,2349.06,5.6530,0.25384,0.030630
not-recorded,1,40,2351.39,5.7340,0.24592,0.029868
not-recorded,1,40,2351.29,5.6490,0.24472,0.027090
not-recorded,1,40,2344.77,5.6483,0.25107,0.030102
not-recorded,1,40,2345.28,5.6417,0.24615,0.033341
not-recorded,1,40,2345.19,5.7333,0.24698,0.031812
not-recorded,1,40,2347.88,5.7215,0.24413,0.026921
not-recorded,1,40,2344.46,5.5871,0.23946,0.031843
not-recorded,1,40,2352.61,5.6952,0.24357,0.002244
not-recorded,1,40,2350.47,5.6976,0.25114,0.008395
not-recorded,1,40,2347.63,5.7082,0.24505,0.015521
not-recorded,1,40,2349.94,5.7224,0.24682,0.002602
not-recorded,1,40,2346.22,5.6099,0.24490,0.014130
not-recorded,1,40,2348.58,5.6929,0.25286,-0.000660
not-recorded,1,40,2349.28,5.7031,0.25181,-0.003916
not-recorded,1,40,2349.71,5.6621,0.24465,-0.011333
not-recorded,1,40,2354.05,5.7073,0.25690,-0.027633
not-recorded,1,40,2344.52,5.6349,0.24794,0.002904
not-recorded,1,40,2348.87,5.6850,0.25501,-0.016695
not-recorded,1,40,2351.24,5.6662,0.24816,-0.027335
not-recorded,1,40,2347.96,5.6988,0.24690,-0.021868
not-recorded,1,40,2348.11,5.7174,0.24812,-0.022182
not-recorded,1,40,2353.51,5.7323,0.25024,-0.033709
not-recorded,1,40,2347.43,5.6119,0.25720,-0.026897
not-recorded,1,40,2352.75,5.7173,0.24614,-0.032267
not-recorded,1,40,2348.78,5.6849,0.24787,-0.031249
not-recorded,1,40,2347.27,5.7044,0.24996,-0.031008
not-recorded,1,40,2349.32,5.6395,0.24999,-0.032180
not-recorded,1,40,2347.26,5.6965,0.24600,-0.031594
not-recorded,1,40,2347.56,5.6502,0.24233,-0.030234
not-recorded,1,40,2353.53,5.7209,0.25109,-0.015374
not-recorded,1,40,2351.55,5.7445,0.24133,-0.019113
not-recorded,1,40,2350.86,5.6772,0.24940,-0.018425
not-recorded,1,40,2347.63,5.6497,0.24885,-0.026783
not-recorded,1,40,2352.51,5.6710,0.25556,-0.002086
not-recorded,1,40,2349.25,5.6497,0.24761,-0.013808
not-recorded,1,40,2351.67,5.6657,0.24406,0.000378
not-recorded,1,40,2351.71,5.7372,0.25316,0.003335
not-recorded,1,40,2353.34,5.7040,0.24498,0.013850
not-recorded,1,40,2347.51,5.6498,0.24927,-0.005172
not-recorded,1,40,2350.76,5.6907,0.24510,0.013123
not-recorded,1,40,2355.08,5.6998,0.24663,0.029154
not-recorded,1,40,2351.39,5.6783,0.25018,0.020959
not-recorded,1,40,2352.41,5.6505,0.24355,0.025744
not-recorded,1,40,2350.69,5.6877,0.25024,0.023454
not-recorded,1,40,2349.41,5.7661,0.24912,0.023218
not-recorded,1,40,2353.91,5.7082,0.24477,0.033027
not-recorded,1,40,2353.15,5.6912,0.24512,0.032257
not-recorded,1,40,2354.65,5.7554,0.24604,0.030689
not-recorded,1,40,2356.46,5.7094,0.24402,0.024986
not-recorded,1,40,2354.98,5.7058,0.24875,0.025966
not-recorded,1,40,2354.57,5.7420,0.24852,0.025467
not-recorded,1,40,2350.26,5.7375,0.24703,0.031466
not-recorded,1,40,2350.38,5.6303,0.24873,0.031646
not-recorded,1,40,2353.61,5.6508,0.25508,0.021222
not-recorded,1,40,2355.68,5.6877,0.25158,0.010326
not-recorded,1,40,2351.29,5.6939,0.24312,0.023882
not-recorded,1,40,2351.33,5.6238,0.24826,0.018454
not-recorded,1,40,2353.88,5.6689,0.24847,0.005749
not-recorded,1,40,2353.39,5.6975,0.25220,0.004306
not-recorded,1,40,2353.01,5.7342,0.25554,0.003974
not-recorded,1,40,2352.60,5.6361,0.25356,0.002866
not-recorded,1,40,2353.90,5.6932,0.24479,-0.008131
not-recorded,1,40,2354.85,5.6912,0.24783,-0.015561
not-recorded,1,40,2351.48,5.6851,0.25479,-0.006068
not-recorded,1,40,2357.18,5.7418,0.24897,-0.029912
not-recorded,1,40,2353.48,5.7053,0.24971,-0.020280
not-recorded,1,40,2353.05,5.7048,0.25017,-0.020793
not-recorded,1,40,2355.23,5.7916,0.24473,-0.030003
not-recorded,1,40,2358.33,5.6894,0.25502,-0.030300
not-recorded,1,40,2358.32,5.6916,0.25292,-0.030198
not-recorded,1,40,2356.60,5.6984,0.24638,-0.032167
not-recorded,1,40,2356.55,5.7554,0.25319,-0.031217
not-recorded,1,40,2355.40,5.7019,0.25313,-0.030072
not-recorded,1,40,2358.74,5.6841,0.24293,-0.024036
not-recorded,1,40,2354.72,5.7178,0.24973,-0.030637
not-recorded,1,40,2355.08,5.7299,0.24511,-0.029848
not-recorded,1,40,2358.04,5.7153,0.25098,-0.018063
not-recorded,1,40,2353.98,5.6854,0.24722,-0.026578
not-recorded,1,40,2356.53,5.7417,0.25029,-0.015664
not-recorded,1,40,2353.50,5.6979,0.25238,-0.021288
not-recorded,1,40,2355.93,5.7212,0.24649,-0.010358
not-recorded,1,40,2357.30,5.7095,0.24371,-0.001464
not-recorded,1,40,2355.48,5.7135,0.24851,-0.003542
not-recorded,1,40,2359.99,5.6584,0.25101,0.019455
not-recorded,1,40,2354.96,5.7406,0.25340,0.000874
not-recorded,1,40,2355.47,5.7285,0.25303,0.006771
not-recorded,1,40,2354.04,5.7448,0.24887,0.004673
not-recorded,1,40,2356.71,5.6737,0.25002,0.018103
not-recorded,1,40,2356.65,5.7591,0.24432,0.023300
not-recorded,1,40,2354.97,5.7352,0.24951,0.016789
not-recorded,1,40,2355.83,5.6639,0.25328,0.024289
not-recorded,1,40,2352.16,5.7236,0.24986,0.015326
not-recorded,1,40,2354.37,5.6793,0.25247,0.026794
not-recorded,1,40,2356.23,5.7742,0.24957,0.031968
not-recorded,1,40,2357.54,5.7331,0.24468,0.032603
not-recorded,1,40,2356.19,5.7329,0.24863,0.031432
not-recorded,1,40,2356.90,5.7404,0.25143,0.032066
not-recorded,1,40,2354.94,5.6946,0.24403,0.033305
not-recorded,1,40,2356.75,5.7562,0.24997,0.030782
not-recorded,1,40,2353.89,5.7345,0.24954,0.031429
not-recorded,1,40,2355.80,5.7341,0.24666,0.028323
not-recorded,1,40,2353.45,5.7432,0.25228,0.028203
not-recorded,1,40,2359.46,5.7061,0.25530,0.013612
not-recorded,1,40,2355.59,5.6470,0.24537,0.024853
not-recorded,1,40,2354.71,5.7140,0.24476,0.021086
not-recorded,1,40,2356.56,5.7415,0.25418,0.013183
not-recorded,1,40,2358.39,5.7381,0.25312,-0.000290
not-recorded,1,40,2355.16,5.6961,0.24938,0.009770
not-recorded,1,40,2358.54,5.6713,0.24863,-0.009037
not-recorded,1,40,2361.48,5.7630,0.25248,-0.022526
not-recorded,1,40,2359.97,5.7115,0.25209,-0.017841
not-recorded,1,40,2358.45,5.7004,0.25213,-0.016701
not-recorded,1,40,2357.66,5.6599,0.24831,-0.015576
not-recorded,1,40,2358.16,5.7643,0.24637,-0.025794
not-recorded,1,40,2353.05,5.7515,0.24977,-0.007261
not-recorded,1,40,2359.02,5.7758,0.24553,-0.030353
not-recorded,1,40,2359.40,5.7149,0.25253,-0.030449
not-recorded,1,40,2358.39,5.7571,0.25182,-0.030815
not-recorded,1,40,2361.01,5.7769,0.24879,-0.031926
not-recorded,1,40,2361.82,5.8264,0.25257,-0.029961
not-recorded,1,40,2354.02,5.6881,0.24632,-0.029216
not-recorded,1,40,2364.88,5.7268,0.24936,-0.013994
not-recorded,1,40,2363.02,5.8005,0.25547,-0.018468
not-recorded,1,40,2354.50,5.6990,0.25161,-0.031596
not-recorded,1,40,2356.40,5.6624,0.24706,-0.029290
not-recorded,1,40,2354.25,5.6506,0.24562,-0.029087
not-recorded,1,40,2360.49,5.7346,0.25206,-0.015000
not-recorded,1,40,2358.94,5.7241,0.25205,-0.017859
not-recorded,1,40,2358.45,5.7360,0.24673,-0.014172
not-recorded,1,40,2360.41,5.7759,0.25254,-0.003759
not-recorded,1,40,2362.48,5.7667,0.25058,0.009289
not-recorded,1,40,2361.26,5.7337,0.25336,0.009530
not-recorded,1,40,2357.50,5.7141,0.25396,-0.005693
not-recorded,1,40,2358.83,5.6974,0.24678,0.004471
not-recorded,1,40,2362.71,5.7475,0.25455,0.023752
not-recorded,1,40,2359.62,5.6922,0.24308,0.014921
not-recorded,1,40,2360.67,5.7954,0.24942,0.021051
not-recorded,1,40,2361.61,5.6950,0.24840,0.024166
not-recorded,1,40,2357.79,5.7023,0.25099,0.020378
not-recorded,1,40,2359.57,5.7120,0.24650,0.026624
not-recorded,1,40,2362.34,5.7642,0.25104,0.032728
not-recorded,1,40,2360.13,5.8163,0.24684,0.030798
not-recorded,1,40,2363.15,5.7693,0.24942,0.032916
not-recorded,1,40,2360.71,5.6907,0.25028,0.032646
not-recorded,1,40,2361.26,5.7961,0.25053,0.030952
not-recorded,1,40,2356.91,5.7243,0.24962,0.032557
not-recorded,1,40,2359.95,5.7621,0.25369,0.028777
not-recorded,1,40,2362.73,5.7721,0.25577,0.024292
not-recorded,1,40,2365.61,5.6986,0.26062,0.006284
not-recorded,1,40,2362.53,5.7444,0.24561,0.017457
not-recorded,1,40,2357.62,5.7036,0.24674,0.027818
not-recorded,1,40,2358.39,5.7178,0.24679,0.023419
not-recorded,1,40,2359.71,5.7269,0.24578,0.018076
not-recorded,1,40,2360.99,5.7425,0.25052,0.010572
not-recorded,1,40,2361.81,5.7243,0.24176,0.002233
not-recorded,1,40,2357.03,5.6708,0.25047,0.015788
not-recorded,1,40,2359.12,5.7864,0.25288,0.006060
not-recorded,1,40,2360.30,5.7631,0.25733,-0.004336
not-recorded,1,40,2362.46,5.7796,0.25427,-0.016205
not-recorded,1,40,2362.14,5.7775,0.25091,-0.016552
not-recorded,1,40,2363.48,5.7610,0.25254,-0.026952
not-recorded,1,40,2363.51,5.7564,0.25155,-0.027573
not-recorded,1,40,2363.70,5.7694,0.24884,-0.030012
not-recorded,1,40,2360.61,5.7161,0.25363,-0.024746
not-recorded,1,40,2361.86,5.7278,0.24633,-0.028829
not-recorded,1,40,2358.08,5.7623,0.24734,-0.023608
not-recorded,1,40,2362.30,5.7333,0.24922,-0.029496
not-recorded,1,40,2357.74,5.7590,0.25004,-0.026960
not-recorded,1,40,2361.97,5.7672,0.25028,-0.033617
not-recorded,1,40,2363.92,5.7630,0.25055,-0.028637
not-recorded,1,40,2362.31,5.7429,0.24760,-0.030476
not-recorded,1,40,2359.59,5.7316,0.24381,-0.032233
not-recorded,1,40,2361.27,5.7760,0.24986,-0.029064
not-recorded,1,40,2362.52,5.7355,0.25386,-0.022717
not-recorded,1,40,2362.91,5.7793,0.25209,-0.018777
not-recorded,1,40,2363.21,5.7522,0.24925,-0.016666
not-recorded,1,40,2361.08,5.7547,0.24615,-0.017991
not-recorded,1,40,2362.27,5.7414,0.24948,-0.010914
not-recorded,1,40,2362.24,5.7332,0.26022,-0.009094
not-recorded,1,40,2359.43,5.6806,0.24710,-0.016583
not-recorded,1,40,2365.29,5.7832,0.25019,0.013497
not-recorded,1,40,2364.66,5.8168,0.24683,0.013711
not-recorded,1,40,2365.53,5.7142,0.24847,0.020948
not-recorded,1,40,2364.32,5.6920,0.24673,0.021158
not-recorded,1,40,2365.65,5.7873,0.24973,0.026829
not-recorded,1,40,2366.33,5.7386,0.25394,0.028384
not-recorded,1,40,2362.90,5.7408,0.24882,0.022998
not-recorded,1,40,2363.23,5.7758,0.24720,0.026033
not-recorded,1,40,2360.71,5.7397,0.25373,0.022086
not-recorded,1,40,2365.50,5.7894,0.25297,0.034305
not-recorded,1,40,2361.75,5.7458,0.24638,0.029839
not-recorded,1,40,2360.72,5.7887,0.24956,0.029957
not-recorded,1,40,2364.56,5.7841,0.25132,0.031567
not-recorded,1,40,2364.60,5.8138,0.25745,0.030251
not-recorded,1,40,2366.57,5.8204,0.25140,0.024663
not-recorded,1,40,2361.57,5.7152,0.25262,0.034663
not-recorded,1,40,2363.68,5.7260,0.25040,0.026671
not-recorded,1,40,2362.09,5.7445,0.25210,0.029280
not-recorded,1,40,2360.98,5.8025,0.25180,0.031376
not-recorded,1,40,2363.17,5.8390,0.24909,0.020863
not-recorded,1,40,2366.58,5.8010,0.24868,0.005358
not-recorded,1,40,2364.85,5.8446,0.25306,0.008381
not-recorded,1,40,2368.81,5.7711,0.24616,-0.011885
not-recorded,1,40,2362.87,5.6837,0.24788,0.006137
not-recorded,1,40,2364.02,5.7192,0.25941,-0.000341
not-recorded,1,40,2362.86,5.7954,0.25237,0.000439
not-recorded,1,40,2366.28,5.7536,0.25449,-0.017352
not-recorded,1,40,2367.21,5.7031,0.25182,-0.023813
not-recorded,1,40,2367.28,5.7884,0.25617,-0.025571
not-recorded,1,40,2364.99,5.7681,0.24729,-0.020749
not-recorded,1,40,2367.32,5.7789,0.24915,-0.029596
not-recorded,1,40,2366.84,5.7865,0.24883,-0.029980
not-recorded,1,40,2366.85,5.8125,0.25363,-0.031430
not-recorded,1,40,2367.63,5.7455,0.25660,-0.035078
not-recorded,1,40,2365.37,5.7202,0.24987,-0.031793
not-recorded,1,40,2366.05,5.7610,0.25181,-0.034262
not-recorded,1,40,2365.77,5.8450,0.25479,-0.030539
not-recorded,1,40,2362.40,5.7320,0.25210,-0.030737
not-recorded,1,40,2363.15,5.7157,0.25592,-0.032121
not-recorded,1,40,2363.92,5.7666,0.25559,-0.030547
not-recorded,1,40,2360.27,5.7178,0.25005,-0.032392
not-recorded,1,40,2367.24,5.7990,0.25436,-0.019031
not-recorded,1,40,2367.79,5.7388,0.25540,-0.013158
not-recorded,1,40,2366.91,5.7902,0.25765,-0.013166
not-recorded,1,40,2365.48,5.7752,0.24906,-0.016820
not-recorded,1,40,2369.24,5.7472,0.25116,0.004865
not-recorded,1,40,2366.00,5.7607,0.25429,-0.006561
not-recorded,1,40,2367.10,5.7569,0.25877,0.003534
not-recorded,1,40,2369.82,5.8262,0.25462,0.017292
not-recorded,1,40,2368.02,5.7550,0.25674,0.014274
not-recorded,1,40,2367.54,5.8176,0.24980,0.016430
not-recorded,1,40,2368.33,5.7429,0.25919,0.022834
not-recorded,1,40,2367.86,5.8525,0.24869,0.023991
not-recorded,1,40,2364.24,5.7508,0.25141,0.010949
not-recorded,1,40,2372.40,5.7992,0.25536,0.033646
not-recorded,1,40,2368.09,5.7979,0.24937,0.030753
not-recorded,1,40,2369.79,5.8153,0.25349,0.033172
not-recorded,1,40,2362.26,5.7124,0.25812,0.017613
not-recorded,1,40,2369.82,5.7690,0.25012,0.031457
not-recorded,1,40,2365.76,5.8317,0.25359,0.030858
not-recorded,1,40,2366.10,5.7832,0.25056,0.031788
not-recorded,1,40,2370.84,5.8656,0.24905,0.025991
not-recorded,1,40,2372.61,5.7984,0.25245,0.015273
not-recorded,1,40,2366.58,5.7395,0.25304,0.030059
not-recorded,1,40,2369.40,5.7035,0.24795,0.021074
not-recorded,1,40,2365.46,5.7720,0.24501,0.027907
not-recorded,1,40,2367.47,5.7624,0.25276,0.023419
not-recorded,1,40,2372.38,5.8405,0.25375,-0.001645
not-recorded,1,40,2369.31,5.7461,0.24916,0.007873
not-recorded,1,40,2372.44,5.7695,0.25315,-0.012129
not-recorded,1,40,2362.78,5.7123,0.25303,0.024702
not-recorded,1,40,2368.79,5.8086,0.25298,-0.000958
not-recorded,1,40,2365.73,5.7708,0.24973,0.008007
not-recorded,1,40,2367.70,5.7673,0.25237,-0.004016
not-recorded,1,40,2367.48,5.7645,0.24751,-0.006799
not-recorded,1,40,2367.94,5.8106,0.24876,-0.014112
not-recorded,1,40,2372.27,5.8406,0.25475,-0.028927
not-recorded,1,40,2371.06,5.7620,0.25748,-0.029961
not-recorded,1,40,2366.93,5.8289,0.25072,-0.020505
not-recorded,1,40,2369.66,5.8534,0.25634,-0.029734
not-recorded,1,40,2367.90,5.7465,0.25360,-0.028283
not-recorded,1,40,2370.17,5.8020,0.25853,-0.033651
not-recorded,1,40,2368.74,5.7420,0.24618,-0.031720
not-recorded,1,40,2368.39,5.8207,0.24423,-0.032502
not-recorded,1,40,2370.58,5.8121,0.25461,-0.030742
not-recorded,1,40,2371.01,5.7192,0.25337,-0.029235
not-recorded,1,40,2370.20,5.7803,0.24753,-0.027277
not-recorded,1,40,2369.19,5.8522,0.24945,-0.028210
not-recorded,1,40,2369.75,5.7515,0.25776,-0.023991
not-recorded,1,40,2373.85,5.7575,0.25332,-0.006908
not-recorded,1,40,2367.30,5.7993,0.25176,-0.027550
not-recorded,1,40,2366.28,5.6855,0.24983,-0.027359
not-recorded,1,40,2369.62,5.7736,0.25717,-0.013016
not-recorded,1,40,2366.36,5.7056,0.25673,-0.020414
not-recorded,1,40,2370.47,5.8027,0.25108,-0.002916
not-recorded,1,40,2369.70,5.7676,0.25373,-0.000902
not-recorded,1,40,2369.53,5.6954,0.24700,0.002556
not-recorded,1,40,2366.51,5.7691,0.25017,-0.007420
not-recorded,1,40,2370.70,5.7124,0.24997,0.014275
not-recorded,1,40,2371.07,5.8218,0.25342,0.021380
not-recorded,1,40,2367.30,5.7206,0.25602,0.006765
not-recorded,1,40,2369.50,5.7151,0.25628,0.020150
not-recorded,1,40,2368.77,5.7919,0.26198,0.019511
not-recorded,1,40,2368.81,5.8017,0.24859,0.025738
not-recorded,1,40,2369.48,5.7580,0.24807,0.027773
not-recorded,1,40,2372.46,5.8023,0.25303,0.032017
not-recorded,1,40,2375.67,5.7846,0.25435,0.026175
not-recorded,1,40,2369.16,5.7398,0.25291,0.032924
not-recorded,1,40,2370.32,5.7424,0.25275,0.032473
not-recorded,1,40,2368.76,5.7675,0.25391,0.032395
not-recorded,1,40,2369.14,5.7966,0.24979,0.032986
not-recorded,1,40,2369.34,5.8019,0.25131,0.032104
not-recorded,1,40,2367.84,5.8296,0.25355,0.033767
not-recorded,1,40,2372.32,5.7355,0.25476,0.019572
not-recorded,1,40,2368.86,5.7852,0.25468,0.025545
not-recorded,1,40,2371.07,5.7700,0.25351,0.018731
not-recorded,1,40,2369.14,5.8005,0.25277,0.021316
not-recorded,1,40,2368.31,5.7697,0.24850,0.020473
not-recorded,1,40,2371.61,5.8840,0.25997,0.002791
not-recorded,1,40,2373.33,5.8009,0.25616,-0.007264
not-recorded,1,40,2369.04,5.7643,0.25205,0.007712
not-recorded,1,40,2371.47,5.8081,0.25524,-0.007383
not-recorded,1,40,2370.06,5.8006,0.25862,-0.004641
not-recorded,1,40,2372.12,5.7960,0.24940,-0.018453
not-recorded,1,40,2372.63,5.7812,0.25085,-0.023999
not-recorded,1,40,2371.00,5.8259,0.25523,-0.019215
not-recorded,1,40,2372.73,5.7659,0.24867,-0.029199
not-recorded,1,40,2372.59,5.8184,0.25533,-0.027716
not-recorded,1,40,2369.66,5.8053,0.25901,-0.023031
not-recorded,1,40,2369.70,5.7915,0.25480,-0.024132
not-recorded,1,40,2370.59,5.8167,0.25112,-0.029319
not-recorded,1,40,2370.71,5.7716,0.24503,-0.028853
not-recorded,1,40,2375.75,5.7559,0.24680,-0.024872
not-recorded,1,40,2373.12,5.8495,0.25532,-0.030978
not-recorded,1,40,2372.03,5.8359,0.25836,-0.028429
not-recorded,1,40,2370.43,5.7885,0.25188,-0.032114
not-recorded,1,40,2369.85,5.7564,0.25048,-0.031514
not-recorded,1,40,2375.50,5.7804,0.26037,-0.012324
not-recorded,1,40,2369.46,5.7743,0.24963,-0.027805
not-recorded,1,40,2372.95,5.8196,0.25352,-0.015162
not-recorded,1,40,2371.86,5.7763,0.25264,-0.017402
not-recorded,1,40,2370.06,5.7850,0.25206,-0.021593
not-recorded,1,40,2374.46,5.7970,0.25902,0.000555
not-recorded,1,40,2373.14,5.8082,0.25540,-0.001587
not-recorded,1,40,2376.65,5.8206,0.25608,0.020145
not-recorded,1,40,2373.17,5.8853,0.24864,0.007119
not-recorded,1,40,2371.06,5.7725,0.25511,0.001915
not-recorded,1,40,2371.40,5.8402,0.25233,0.007671
not-recorded,1,40,2376.67,5.8560,0.25999,0.029680
not-recorded,1,40,2369.58,5.8185,0.25163,0.007335
not-recorded,1,40,2371.12,5.8337,0.24993,0.016325
not-recorded,1,40,2372.96,5.8011,0.25520,0.026896
not-recorded,1,40,2370.85,5.7467,0.24921,0.020645
not-recorded,1,40,2373.79,5.8222,0.25567,0.030385
not-recorded,1,40,2374.07,5.8343,0.25370,0.031686
not-recorded,1,40,2371.80,5.7177,0.25957,0.032962
not-recorded,1,40,2375.16,5.8511,0.25784,0.030708
not-recorded,1,40,2373.92,5.8395,0.25679,0.031703
not-recorded,1,40,2372.71,5.8179,0.24988,0.031388
not-recorded,1,40,2372.77,5.8313,0.25294,0.030131
not-recorded,1,40,2373.43,5.7742,0.24732,0.028205
not-recorded,1,40,2374.75,5.7991,0.25854,0.020870
not-recorded,1,40,2376.71,5.8171,0.25424,0.009646
not-recorded,1,40,2370.11,5.7920,0.25270,0.028009
not-recorded,1,40,2375.30,5.7485,0.25388,0.008606
not-recorded,1,40,2370.74,5.7819,0.25586,0.025193
not-recorded,1,40,2374.10,5.7764,0.25654,0.006254
not-recorded,1,40,2376.30,5.8401,0.25172,-0.008234
not-recorded,1,40,2374.11,5.7718,0.25286,-0.000791
not-recorded,1,40,2373.46,5.7811,0.25311,-0.001415
not-recorded,1,40,2379.09,5.7814,0.25417,-0.026669
not-recorded,1,40,2372.66,5.7962,0.25690,-0.006676
not-recorded,1,40,2377.20,5.8540,0.25837,-0.028312
not-recorded,1,40,2376.44,5.7921,0.26327,-0.027044
not-recorded,1,40,2375.93,5.8168,0.25671,-0.027518
not-recorded,1,40,2367.45,5.7537,0.25090,0.003282
not-recorded,1,40,2369.29,5.7762,0.25086,-0.010340
not-recorded,1,40,2376.68,5.8101,0.26075,-0.030468
not-recorded,1,40,2371.16,5.8335,0.26006,-0.024141
not-recorded,1,40,2376.42,5.8288,0.25641,-0.031195
not-recorded,1,40,2373.27,5.7856,0.25060,-0.033548
not-recorded,1,40,2372.05,5.7753,0.24970,-0.031200
not-recorded,1,40,2374.31,5.8124,0.25258,-0.032663
not-recorded,1,40,2375.90,5.8429,0.25239,-0.028337
not-recorded,1,40,2376.82,5.8647,0.25902,-0.025055
not-recorded,1,40,2374.16,5.8418,0.25137,-0.028267
not-recorded,1,40,2372.58,5.7817,0.25412,-0.029929
not-recorded,1,40,2373.41,5.7853,0.25200,-0.025627
not-recorded,1,40,2378.04,5.8733,0.25630,-0.002894
not-recorded,1,40,2375.23,5.8395,0.25409,-0.010644
not-recorded,1,40,2377.08,5.8044,0.25966,-0.000840
not-recorded,1,40,2369.95,5.8040,0.24986,-0.025358
not-recorded,1,40,2373.00,5.7907,0.24795,-0.011507
not-recorded,1,40,2374.30,5.8355,0.25908,-0.001296
not-recorded,1,40,2372.48,5.8313,0.25290,-0.006331
not-recorded,1,40,2375.72,5.8478,0.25037,0.013238
not-recorded,1,40,2376.43,5.8574,0.25253,0.020132
not-recorded,1,40,2375.87,5.8531,0.25081,0.018487
not-recorded,1,40,2373.61,5.7982,0.26143,0.013260
not-recorded,1,40,2374.60,5.8068,0.25250,0.020271
not-recorded,1,40,2374.38,5.8501,0.25677,0.023888
not-recorded,1,40,2379.61,5.8463,0.26190,0.032830
not-recorded,1,40,2370.70,5.8296,0.25369,0.015508
not-recorded,1,40,2375.03,5.8731,0.25281,0.030603
not-recorded,1,40,2376.16,5.7480,0.25982,0.032489
not-recorded,1,40,2372.52,5.7329,0.25627,0.028380
not-recorded,1,40,2377.94,5.8510,0.25742,0.026573
not-recorded,1,40,2376.09,5.8344,0.25042,0.030125
not-recorded,1,40,2375.12,5.8095,0.25066,0.030474
not-recorded,1,40,2375.68,5.8384,0.25905,0.026586
not-recorded,1,40,2374.20,5.7746,0.25040,0.028271
not-recorded,1,40,2379.85,5.7978,0.26052,0.005020
not-recorded,1,40,2375.42,5.8422,0.25081,0.020036
not-recorded,1,40,2380.08,5.8510,0.26373,-0.001932
not-recorded,1,40,2378.28,5.8466,0.25481,0.004453
not-recorded,1,40,2374.22,5.7757,0.25291,0.016236
not-recorded,1,40,2370.41,5.7436,0.24883,0.027195
not-recorded,1,40,2375.94,5.8148,0.25677,0.000049
not-recorded,1,40,2376.22,5.7635,0.25633,-0.005654
not-recorded,1,40,2374.46,5.8225,0.25478,0.000538
not-recorded,1,40,2374.89,5.8233,0.25185,-0.003859
not-recorded,1,40,2374.83,5.8941,0.25826,-0.009592
not-recorded,1,40,2375.81,5.8619,0.25627,-0.016511
