time_s,Test_ID,command_pct,rpm,thrust_n,torque_nm,shaft_power_w,voltage_v,current_a,electrical_power_w,motor_temp_c,esc_temp_c,vibration_x_g,vibration_y_g,vibration_z_g,airflow_mps,ambient_temp_c,operator_note
5.955000,1,30,2057.43,4.5130,0.18688,40.26,50.008,4.596,229.83,24.516,23.990,0.031367,0.011340,0.000731,8.944,22.095,steady_run_1
5.960000,1,30,2077.04,4.6004,0.19229,41.83,50.003,4.723,236.18,24.518,23.991,0.015479,-0.000898,-0.014639,8.912,22.095,steady_run_1
5.965000,1,30,2070.04,4.4945,0.19607,42.50,50.019,4.598,230.00,24.520,23.993,-0.030596,-0.000533,-0.015152,8.939,22.095,steady_run_1
5.970000,1,30,2075.99,4.5143,0.18742,40.74,50.014,4.700,235.07,24.522,23.994,-0.009441,-0.029549,0.014828,9.085,22.095,steady_run_1
5.975000,1,30,2066.80,4.5228,0.19828,42.91,50.024,4.636,231.93,24.524,23.996,-0.028544,0.000737,-0.017680,8.937,22.096,steady_run_1
5.980000,1,30,2067.05,4.5781,0.18632,40.33,50.045,4.712,235.81,24.526,23.997,0.012672,0.022768,0.012803,8.968,22.096,steady_run_1
5.985000,1,30,2071.87,4.4361,0.19219,41.70,50.011,4.630,231.53,24.528,23.999,-0.019090,-0.019157,0.005668,8.970,22.096,steady_run_1
5.990000,1,30,2072.22,4.5453,0.19761,42.88,49.993,4.828,241.38,24.530,24.000,-0.027001,0.003609,-0.014061,9.009,22.096,steady_run_1
5.995000,1,30,2063.99,4.5161,0.17392,37.59,50.023,4.618,231.02,24.533,24.002,0.029965,0.005195,-0.002686,8.970,22.096,steady_run_1
6.000000,1,30,2067.94,4.4181,0.18617,40.32,50.001,4.727,236.37,24.535,24.003,-0.030155,-0.000146,-0.015016,8.982,22.096,steady_run_1
6.005000,1,30,2073.53,4.4556,0.19469,42.28,50.014,4.725,236.31,24.537,24.005,-0.012864,-0.025301,0.012657,8.964,22.096,steady_run_1
6.010000,1,30,2073.55,4.5261,0.19522,42.39,49.990,4.675,233.73,24.539,24.006,-0.023383,-0.010569,0.001075,8.892,22.096,steady_run_1
6.015000,1,30,2072.67,4.5580,0.18286,39.69,50.038,4.722,236.28,24.541,24.008,-0.033341,0.001662,-0.010964,9.006,22.096,steady_run_1
6.020000,1,30,2069.14,4.5046,0.18538,40.17,50.028,4.638,232.05,24.543,24.009,-0.015057,-0.030676,0.014988,9.022,22.096,steady_run_1
6.025000,1,30,2068.71,4.5222,0.19856,43.02,50.012,4.658,232.96,24.545,24.011,-0.025576,-0.006386,-0.006129,8.914,22.096,steady_run_1
6.030000,1,30,2068.86,4.4652,0.19825,42.95,50.010,4.748,237.47,24.547,24.012,-0.017298,0.003495,-0.004919,8.927,22.096,steady_run_1
6.035000,1,30,2071.69,4.5119,0.17941,38.92,50.005,4.581,229.05,24.549,24.014,0.001629,-0.000859,-0.011406,8.994,22.096,steady_run_1
6.040000,1,30,2074.33,4.5280,0.19276,41.87,49.994,4.781,239.04,24.552,24.015,-0.029521,-0.000364,-0.016292,8.943,22.096,steady_run_1
6.045000,1,30,2062.07,4.3649,0.19875,42.92,49.989,4.753,237.58,24.554,24.017,-0.026602,-0.004460,-0.010341,8.913,22.097,steady_run_1
6.050000,1,30,2065.18,4.4047,0.19638,42.47,50.006,4.698,234.95,24.556,24.018,0.029653,0.005226,-0.006951,9.058,22.097,steady_run_1
6.055000,1,30,2067.21,4.5107,0.18653,40.38,50.016,4.606,230.38,24.558,24.020,-0.014030,-0.030468,0.014024,8.945,22.097,steady_run_1
6.060000,1,30,2074.57,4.5024,0.19408,42.16,50.029,4.655,232.89,24.560,24.021,-0.007056,-0.026274,0.012795,9.029,22.097,steady_run_1
6.065000,1,30,2071.64,4.4964,0.20221,43.87,50.021,4.550,227.57,24.562,24.023,0.000445,-0.002620,-0.009313,9.046,22.097,steady_run_1
6.070000,1,30,2075.43,4.4972,0.19371,42.10,50.023,4.742,237.23,24.564,24.024,-0.001588,0.016019,0.004112,8.927,22.097,steady_run_1
6.075000,1,30,2063.49,4.5683,0.19565,42.28,50.019,4.742,237.16,24.566,24.026,-0.012871,0.006505,-0.005036,9.052,22.097,steady_run_1
6.080000,1,30,2075.57,4.4558,0.19213,41.76,50.000,4.748,237.39,24.569,24.027,0.011572,-0.002940,-0.016174,9.058,22.097,steady_run_1
6.085000,1,30,2068.58,4.5730,0.18335,39.72,49.992,4.787,239.33,24.571,24.029,-0.026773,0.001008,-0.014639,9.168,22.097,steady_run_1
6.090000,1,30,2067.74,4.5764,0.19629,42.50,50.002,4.630,231.52,24.573,24.030,-0.022040,0.000129,-0.013736,9.075,22.097,steady_run_1
6.095000,1,30,2074.72,4.5732,0.19022,41.33,49.999,4.723,236.16,24.575,24.032,-0.029244,-0.003889,-0.008425,9.017,22.097,steady_run_1
6.100000,1,30,2074.76,4.4763,0.19047,41.38,50.013,4.625,231.32,24.577,24.033,-0.011883,0.005482,-0.003138,9.016,22.097,steady_run_1
6.105000,1,30,2068.97,4.4823,0.18084,39.18,50.038,4.551,227.72,24.579,24.034,-0.009216,-0.022911,0.011272,8.828,22.097,steady_run_1
6.110000,1,30,2075.44,4.5760,0.19338,42.03,50.011,4.663,233.18,24.581,24.036,0.007227,-0.001762,-0.017433,8.979,22.097,steady_run_1
6.115000,1,30,2074.93,4.5474,0.18994,41.27,50.000,4.660,232.99,24.583,24.037,-0.005823,-0.014860,0.004533,9.057,22.098,steady_run_1
6.120000,1,30,2072.79,4.4739,0.18502,40.16,50.013,4.761,238.13,24.585,24.039,-0.001487,-0.006766,-0.003299,8.947,22.098,steady_run_1
6.125000,1,30,2064.88,4.4512,0.19403,41.96,50.009,4.589,229.49,24.587,24.040,-0.028537,-0.000157,-0.010889,8.851,22.098,steady_run_1
6.130000,1,30,2070.39,4.4703,0.18543,40.20,50.021,4.662,233.21,24.589,24.042,-0.007843,-0.028873,0.011219,9.079,22.098,steady_run_1
6.135000,1,30,2067.67,4.3857,0.18495,40.05,50.005,4.603,230.16,24.591,24.043,-0.001870,-0.004047,-0.008235,9.077,22.098,steady_run_1
6.140000,1,30,2060.31,4.4512,0.19101,41.21,49.998,4.634,231.70,24.593,24.045,-0.028692,-0.000125,-0.016403,8.916,22.098,steady_run_1
6.145000,1,30,2073.96,4.4788,0.19440,42.22,50.028,4.628,231.54,24.595,24.046,-0.001480,-0.002919,-0.008576,9.042,22.098,steady_run_1
6.150000,1,30,2073.09,4.5582,0.18529,40.22,50.018,4.696,234.90,24.597,24.047,-0.006097,-0.017323,0.009606,9.012,22.098,steady_run_1
6.155000,1,30,2070.36,4.5185,0.19546,42.38,50.051,4.632,231.85,24.599,24.049,0.006383,-0.002594,-0.011661,8.926,22.098,steady_run_1
6.160000,1,30,2068.67,4.4853,0.19982,43.29,50.009,4.626,231.32,24.601,24.050,0.000499,0.000069,-0.009210,8.928,22.098,steady_run_1
6.165000,1,30,2073.01,4.5333,0.19848,43.09,49.988,4.791,239.48,24.604,24.052,0.008816,0.021592,0.008275,9.105,22.098,steady_run_1
6.170000,1,30,2069.59,4.5830,0.18471,40.03,50.035,4.571,228.72,24.606,24.053,-0.029961,0.000157,-0.013638,8.942,22.098,steady_run_1
6.175000,1,30,2075.79,4.5700,0.19802,43.05,50.006,4.686,234.31,24.608,24.055,-0.015554,-0.026465,0.013945,9.109,22.098,steady_run_1
6.180000,1,30,2072.89,4.5669,0.19572,42.49,49.987,4.756,237.72,24.610,24.056,-0.007741,-0.021613,0.013578,8.909,22.099,steady_run_1
6.185000,1,30,2060.97,4.4844,0.19716,42.55,50.011,4.662,233.16,24.612,24.058,-0.002795,-0.010939,-0.003219,8.902,22.099,steady_run_1
6.190000,1,30,2079.48,4.5096,0.19252,41.92,50.047,4.574,228.89,24.614,24.059,-0.007510,-0.026171,0.014033,9.031,22.099,steady_run_1
6.195000,1,30,2067.54,4.4761,0.18800,40.70,50.035,4.580,229.17,24.616,24.060,-0.006176,-0.014475,0.005391,8.910,22.099,steady_run_1
6.200000,1,30,2061.04,4.4413,0.19844,42.83,50.023,4.630,231.60,24.618,24.062,-0.000594,0.014690,0.006485,9.026,22.099,steady_run_1
6.205000,1,30,2067.15,4.4519,0.19224,41.61,50.008,4.728,236.46,24.620,24.063,-0.028395,0.000329,-0.014755,8.904,22.099,steady_run_1
6.210000,1,30,2072.29,4.4680,0.18725,40.64,49.995,4.592,229.55,24.622,24.065,-0.004319,-0.017477,0.004191,8.960,22.099,steady_run_1
6.215000,1,30,2066.70,4.5080,0.20017,43.32,50.025,4.579,229.08,24.624,24.066,0.024791,0.029357,0.016198,8.967,22.099,steady_run_1
6.220000,1,30,2072.92,4.3829,0.19329,41.96,50.018,4.693,234.72,24.626,24.067,-0.023879,0.004127,-0.010998,9.036,22.099,steady_run_1
6.225000,1,30,2069.52,4.4345,0.18323,39.71,49.995,4.822,241.08,24.628,24.069,-0.020388,-0.010625,-0.004723,9.149,22.099,steady_run_1
6.230000,1,30,2065.60,4.4818,0.19614,42.43,50.027,4.571,228.65,24.630,24.070,-0.007127,-0.017863,0.003857,8.990,22.099,steady_run_1
6.235000,1,30,2073.50,4.4943,0.19011,41.28,50.029,4.753,237.80,24.632,24.072,-0.005251,-0.013110,0.002875,8.998,22.099,steady_run_1
6.240000,1,30,2067.24,4.4763,0.19237,41.64,50.021,4.684,234.32,24.634,24.073,0.002158,0.016955,0.008286,9.070,22.099,steady_run_1
6.245000,1,30,2078.98,4.5740,0.19205,41.81,50.006,4.632,231.65,24.636,24.075,0.002516,-0.001858,-0.011329,8.924,22.099,steady_run_1
6.250000,1,30,2077.45,4.5206,0.18618,40.50,50.036,4.671,233.70,24.638,24.076,0.001100,-0.002554,-0.010370,8.978,22.100,steady_run_1
6.255000,1,30,2072.76,4.5117,0.19341,41.98,50.031,4.647,232.51,24.640,24.077,0.028448,0.028171,0.017129,8.977,22.100,steady_run_1
6.260000,1,30,2067.21,4.5139,0.19671,42.58,49.982,4.610,230.41,24.642,24.079,-0.021746,-0.015877,0.007550,8.863,22.100,steady_run_1
6.265000,1,30,2067.57,4.4767,0.19025,41.19,50.013,4.704,235.26,24.644,24.080,-0.021500,0.003128,-0.012280,8.947,22.100,steady_run_1
6.270000,1,30,2071.09,4.5467,0.19453,42.19,50.031,4.671,233.68,24.646,24.082,-0.001723,-0.007068,-0.006104,8.996,22.100,steady_run_1
6.275000,1,30,2067.17,4.4761,0.20105,43.52,50.019,4.636,231.87,24.648,24.083,0.035095,0.011410,0.000166,8.914,22.100,steady_run_1
6.280000,1,30,2072.65,4.5759,0.18969,41.17,49.992,4.687,234.32,24.651,24.085,-0.011344,0.009146,-0.004871,8.966,22.100,steady_run_1
6.285000,1,30,2073.94,4.5434,0.19497,42.34,50.006,4.646,232.33,24.653,24.086,0.026221,0.004623,-0.010523,8.959,22.100,steady_run_1
6.290000,1,30,2073.81,4.4450,0.18354,39.86,50.032,4.723,236.29,24.655,24.087,-0.000055,-0.005369,-0.008770,9.015,22.100,steady_run_1
6.295000,1,30,2068.81,4.4948,0.19463,42.17,50.043,4.595,229.96,24.657,24.089,0.020088,0.029839,0.015822,9.000,22.100,steady_run_1
6.300000,1,30,2074.57,4.5008,0.19770,42.95,50.000,4.718,235.89,24.659,24.090,-0.030872,0.004786,-0.013611,8.988,22.100,steady_run_1
6.305000,1,30,2066.95,4.5451,0.20299,43.94,50.006,4.607,230.37,24.661,24.092,0.033206,0.013433,-0.000096,9.148,22.100,steady_run_1
6.310000,1,30,2071.16,4.5173,0.19816,42.98,50.012,4.626,231.37,24.663,24.093,-0.027621,0.002980,-0.014125,8.998,22.100,steady_run_1
6.315000,1,30,2065.63,4.5290,0.18656,40.35,50.000,4.487,224.34,24.664,24.094,0.001708,-0.002939,-0.009339,9.007,22.100,steady_run_1
6.320000,1,30,2075.03,4.4638,0.19514,42.40,50.014,4.692,234.68,24.667,24.096,-0.011194,-0.030916,0.013456,8.932,22.101,steady_run_1
6.325000,1,30,2070.36,4.4337,0.18116,39.28,50.014,4.684,234.25,24.669,24.097,0.026136,-0.000242,-0.012691,9.027,22.101,steady_run_1
6.330000,1,30,2070.13,4.4955,0.19903,43.15,50.012,4.712,235.66,24.671,24.098,-0.000074,-0.000675,-0.010016,8.944,22.101,steady_run_1
6.335000,1,30,2075.56,4.4371,0.18335,39.85,50.019,4.679,234.02,24.673,24.100,0.037585,0.025178,0.010248,9.038,22.101,steady_run_1
6.340000,1,30,2064.69,4.4644,0.19854,42.93,50.037,4.639,232.12,24.675,24.101,0.034106,0.021878,0.004553,8.995,22.101,steady_run_1
6.345000,1,30,2065.97,4.4866,0.18875,40.83,50.040,4.616,230.97,24.677,24.103,-0.007181,-0.015958,0.003700,8.896,22.101,steady_run_1
6.350000,1,30,2069.08,4.4922,0.20583,44.60,50.017,4.739,237.04,24.679,24.104,0.001178,0.017740,0.004582,9.048,22.101,steady_run_1
6.355000,1,30,2068.88,4.4874,0.19370,41.97,50.015,4.626,231.36,24.681,24.105,0.033473,0.027243,0.011463,9.030,22.101,steady_run_1
6.360000,1,30,2063.16,4.5027,0.20424,44.13,50.001,4.746,237.32,24.683,24.107,-0.019754,-0.015742,0.000738,9.086,22.101,steady_run_1
6.365000,1,30,2073.36,4.5679,0.18490,40.15,50.017,4.635,231.81,24.685,24.108,-0.006501,0.010699,-0.000414,9.165,22.101,steady_run_1
6.370000,1,30,2073.40,4.4568,0.19643,42.65,50.017,4.570,228.59,24.687,24.110,0.034586,0.028315,0.010563,9.009,22.101,steady_run_1
6.375000,1,30,2074.08,4.4231,0.20233,43.95,50.029,4.582,229.25,24.689,24.111,0.007707,-0.003420,-0.011897,9.028,22.101,steady_run_1
6.380000,1,30,2063.48,4.4212,0.20220,43.69,50.001,4.672,233.60,24.691,24.112,0.000274,-0.005475,-0.007126,9.056,22.101,steady_run_1
6.385000,1,30,2078.05,4.5297,0.19842,43.18,50.015,4.519,226.02,24.692,24.114,0.035349,0.022046,0.012798,9.111,22.101,steady_run_1
6.390000,1,30,2066.48,4.5264,0.19864,42.99,50.020,4.527,226.43,24.694,24.115,0.028616,0.028890,0.017754,8.897,22.102,steady_run_1
6.395000,1,30,2068.21,4.5141,0.19668,42.60,50.023,4.645,232.35,24.696,24.116,-0.002530,-0.004542,-0.002692,8.986,22.102,steady_run_1
6.400000,1,30,2070.62,4.4889,0.19955,43.27,50.022,4.637,231.93,24.698,24.118,-0.023122,0.001395,-0.014991,8.934,22.102,steady_run_1
6.405000,1,30,2066.37,4.3988,0.20144,43.59,50.018,4.573,228.72,24.700,24.119,-0.010164,-0.030630,0.015640,9.033,22.102,steady_run_1
6.410000,1,30,2071.01,4.4846,0.18778,40.72,50.020,4.701,235.17,24.702,24.120,0.026634,0.001868,-0.008504,9.044,22.102,steady_run_1
6.415000,1,30,2066.42,4.4983,0.19564,42.34,50.008,4.660,233.03,24.704,24.122,-0.014781,0.006950,-0.003070,8.982,22.102,steady_run_1
6.420000,1,30,2072.90,4.5143,0.18731,40.66,50.017,4.792,239.69,24.706,24.123,-0.030797,0.001821,-0.017425,9.019,22.102,steady_run_1
6.425000,1,30,2076.55,4.4727,0.18827,40.94,50.005,4.692,234.62,24.708,24.125,0.002787,-0.003334,-0.014832,9.119,22.102,steady_run_1
6.430000,1,30,2073.40,4.5240,0.20594,44.72,50.022,4.622,231.20,24.710,24.126,0.032586,0.013057,-0.000119,8.963,22.102,steady_run_1
6.435000,1,30,2065.84,4.5688,0.19113,41.35,50.046,4.525,226.44,24.712,24.127,-0.007936,-0.029772,0.019164,9.018,22.102,steady_run_1
6.440000,1,30,2071.82,4.4789,0.18750,40.68,50.007,4.674,233.72,24.714,24.129,0.003298,-0.001216,-0.010995,9.020,22.102,steady_run_1
6.445000,1,30,2064.47,4.5282,0.19764,42.73,50.026,4.722,236.25,24.716,24.130,-0.027885,-0.003437,-0.011574,9.002,22.102,steady_run_1
6.450000,1,30,2067.93,4.3723,0.19777,42.83,50.032,4.608,230.54,24.718,24.131,0.015930,-0.001617,-0.017181,9.001,22.102,steady_run_1
6.455000,1,30,2073.00,4.5687,0.19859,43.11,50.015,4.681,234.11,24.720,24.133,0.013117,0.026014,0.011075,9.099,22.102,steady_run_1
6.460000,1,30,2074.51,4.4345,0.19205,41.72,49.997,4.751,237.56,24.722,24.134,0.007111,-0.000887,-0.016780,8.971,22.103,steady_run_1
6.465000,1,30,2069.82,4.4405,0.18782,40.71,50.015,4.754,237.79,24.724,24.136,0.014944,0.027521,0.013297,9.113,22.103,steady_run_1
6.470000,1,30,2062.74,4.4477,0.19707,42.57,50.033,4.534,226.86,24.726,24.137,-0.006862,-0.007872,-0.001289,8.986,22.103,steady_run_1
6.475000,1,30,2071.83,4.4876,0.18531,40.20,50.036,4.562,228.25,24.728,24.138,-0.011071,-0.033211,0.014939,9.039,22.103,steady_run_1
6.480000,1,30,2071.73,4.4423,0.19853,43.07,50.010,4.646,232.33,24.730,24.140,-0.028298,-0.002163,-0.008752,8.996,22.103,steady_run_1
6.485000,1,30,2068.87,4.5344,0.18779,40.68,50.032,4.650,232.63,24.732,24.141,-0.012013,-0.029275,0.012501,8.865,22.103,steady_run_1
6.490000,1,30,2064.95,4.3744,0.19101,41.30,50.036,4.601,230.23,24.734,24.142,0.006366,-0.003118,-0.015184,8.855,22.103,steady_run_1
6.495000,1,30,2069.67,4.4070,0.19129,41.46,50.041,4.602,230.31,24.736,24.143,0.019616,0.031256,0.015695,8.917,22.103,steady_run_1
6.500000,1,30,2066.53,4.4437,0.19038,41.20,50.025,4.576,228.92,24.738,24.145,-0.025606,-0.000740,-0.014100,8.945,22.103,steady_run_1
6.505000,1,30,2074.54,4.5002,0.18553,40.30,50.009,4.711,235.58,24.740,24.146,-0.017752,0.002242,-0.006673,9.069,22.103,steady_run_1
6.510000,1,30,2060.96,4.3975,0.19831,42.80,50.030,4.621,231.19,24.742,24.147,-0.014759,-0.026489,0.014784,8.965,22.103,steady_run_1
6.515000,1,30,2064.39,4.3846,0.19489,42.13,50.006,4.631,231.59,24.743,24.149,0.033767,0.018811,0.006142,9.058,22.103,steady_run_1
6.520000,1,30,2066.79,4.5257,0.19338,41.85,50.029,4.612,230.72,24.745,24.150,-0.009410,-0.030826,0.018294,8.951,22.103,steady_run_1
6.525000,1,30,2066.40,4.3535,0.19065,41.25,49.972,4.725,236.10,24.747,24.152,-0.021339,-0.007506,-0.001022,9.087,22.103,steady_run_1
6.530000,1,30,2076.00,4.5418,0.19485,42.36,50.020,4.718,235.99,24.749,24.153,-0.012733,0.011869,-0.003801,9.105,22.104,steady_run_1
6.535000,1,30,2073.14,4.4427,0.19220,41.73,50.019,4.656,232.88,24.751,24.154,-0.026696,-0.002363,-0.014867,8.957,22.104,steady_run_1
6.540000,1,30,2067.77,4.4536,0.19289,41.77,50.020,4.669,233.56,24.753,24.156,0.005011,-0.001157,-0.011005,9.008,22.104,steady_run_1
6.545000,1,30,2059.70,4.4964,0.20433,44.07,49.991,4.762,238.06,24.755,24.157,-0.019949,-0.016391,0.006235,8.920,22.104,steady_run_1
6.550000,1,30,2063.64,4.5077,0.17721,38.30,49.991,4.729,236.43,24.757,24.158,0.022474,0.001108,-0.013698,8.939,22.104,steady_run_1
6.555000,1,30,2072.69,4.5080,0.20396,44.27,50.016,4.722,236.18,24.759,24.160,-0.005782,-0.011538,-0.004390,9.067,22.104,steady_run_1
6.560000,1,30,2073.21,4.5241,0.19464,42.26,50.009,4.615,230.79,24.761,24.161,-0.018222,-0.017859,0.007141,9.122,22.104,steady_run_1
6.565000,1,30,2079.53,4.5151,0.19211,41.84,50.006,4.790,239.51,24.763,24.163,-0.009203,-0.030753,0.013384,9.200,22.104,steady_run_1
6.570000,1,30,2070.39,4.4730,0.19920,43.19,50.007,4.701,235.11,24.765,24.164,-0.022931,-0.010466,0.000580,8.998,22.104,steady_run_1
6.575000,1,30,2072.36,4.5631,0.18524,40.20,50.005,4.745,237.25,24.767,24.165,0.029878,0.031351,0.015751,9.031,22.104,steady_run_1
6.580000,1,30,2078.34,4.4088,0.20285,44.15,49.986,4.662,233.05,24.769,24.167,-0.016103,0.006028,-0.005090,8.956,22.104,steady_run_1
6.585000,1,30,2067.91,4.4420,0.19905,43.11,50.015,4.625,231.30,24.771,24.168,-0.002536,0.013803,0.002769,9.025,22.104,steady_run_1
6.590000,1,30,2069.85,4.4938,0.18831,40.82,50.035,4.647,232.51,24.773,24.169,0.010994,0.001577,-0.015028,9.082,22.104,steady_run_1
6.595000,1,30,2067.22,4.5497,0.18487,40.02,50.038,4.629,231.61,24.775,24.171,0.032852,0.009565,-0.003496,8.946,22.104,steady_run_1
6.600000,1,30,2068.60,4.4703,0.19365,41.95,49.999,4.670,233.48,24.777,24.172,-0.008746,-0.030471,0.013306,9.001,22.105,steady_run_1
6.605000,1,30,2064.65,4.4494,0.18662,40.35,50.020,4.730,236.58,24.779,24.173,0.021826,-0.000939,-0.015531,8.926,22.105,steady_run_1
6.610000,1,30,2069.49,4.5948,0.19932,43.20,50.031,4.643,232.29,24.781,24.175,0.007164,0.019067,0.006367,8.950,22.105,steady_run_1
6.615000,1,30,2074.71,4.5765,0.19484,42.33,50.023,4.638,232.02,24.783,24.176,-0.023870,-0.002421,-0.004148,9.050,22.105,steady_run_1
6.620000,1,30,2072.02,4.4921,0.19219,41.70,50.003,4.646,232.29,24.785,24.177,-0.014944,-0.027376,0.014675,9.040,22.105,steady_run_1
6.625000,1,30,2058.52,4.4311,0.19059,41.08,50.008,4.572,228.65,24.787,24.179,0.015790,-0.000160,-0.014901,8.896,22.105,steady_run_1
6.630000,1,30,2064.73,4.4385,0.18861,40.78,49.990,4.728,236.33,24.789,24.180,0.035840,0.022298,0.007522,9.023,22.105,steady_run_1
6.635000,1,30,2073.64,4.5449,0.19167,41.62,50.006,4.701,235.05,24.791,24.181,0.015805,-0.000915,-0.018040,8.975,22.105,steady_run_1
6.640000,1,30,2068.75,4.4747,0.18398,39.86,50.010,4.814,240.73,24.793,24.183,-0.009379,0.005568,-0.003129,8.895,22.105,steady_run_1
6.645000,1,30,2065.40,4.4609,0.18001,38.93,50.022,4.713,235.74,24.795,24.184,-0.027462,-0.001710,-0.009373,9.082,22.105,steady_run_1
6.650000,1,30,2069.76,4.4253,0.19024,41.23,50.033,4.720,236.16,24.797,24.185,-0.001037,0.000395,-0.007794,9.007,22.105,steady_run_1
6.655000,1,30,2069.96,4.4371,0.19788,42.89,49.991,4.768,238.37,24.799,24.187,-0.012134,-0.031585,0.015710,8.919,22.105,steady_run_1
6.660000,1,30,2066.00,4.5391,0.19954,43.17,50.014,4.724,236.27,24.801,24.188,0.010959,-0.003156,-0.019344,9.003,22.105,steady_run_1
6.665000,1,30,2070.92,4.4975,0.17991,39.02,50.017,4.619,231.04,24.802,24.189,0.016468,0.026481,0.013640,9.026,22.105,steady_run_1
6.670000,1,30,2068.58,4.4756,0.19316,41.84,50.012,4.807,240.40,24.804,24.191,-0.005563,0.009770,0.002367,9.077,22.106,steady_run_1
6.675000,1,30,2076.22,4.5581,0.19816,43.08,50.028,4.641,232.16,24.806,24.192,-0.000216,0.017093,0.006313,8.966,22.106,steady_run_1
6.680000,1,30,2072.81,4.5280,0.19362,42.03,50.034,4.708,235.57,24.808,24.193,-0.026499,-0.000224,-0.013861,9.045,22.106,steady_run_1
6.685000,1,30,2063.95,4.4916,0.19336,41.79,50.020,4.559,228.04,24.810,24.195,-0.005492,0.010311,0.002934,8.968,22.106,steady_run_1
6.690000,1,30,2063.81,4.5768,0.19033,41.13,50.030,4.533,226.80,24.812,24.196,0.034863,0.027848,0.011099,8.858,22.106,steady_run_1
6.695000,1,30,2068.56,4.4873,0.18089,39.18,50.006,4.560,228.03,24.814,24.197,-0.028585,0.000247,-0.015621,9.050,22.106,steady_run_1
6.700000,1,30,2070.57,4.4361,0.19565,42.42,50.026,4.659,233.06,24.816,24.198,0.030049,0.008321,0.000795,8.936,22.106,steady_run_1
6.705000,1,30,2075.00,4.4990,0.19781,42.98,50.001,4.723,236.16,24.818,24.200,-0.021356,0.000618,-0.010928,8.993,22.106,steady_run_1
6.710000,1,30,2072.72,4.5288,0.19429,42.17,50.042,4.703,235.34,24.820,24.201,-0.025449,0.001618,-0.015579,8.988,22.106,steady_run_1
6.715000,1,30,2067.17,4.5954,0.19365,41.92,50.005,4.562,228.14,24.821,24.202,0.005564,-0.000489,-0.016348,9.020,22.106,steady_run_1
6.720000,1,30,2071.32,4.4517,0.20067,43.53,50.013,4.670,233.58,24.823,24.204,0.006633,0.017277,0.007850,8.943,22.106,steady_run_1
6.725000,1,30,2075.03,4.5711,0.18411,40.01,50.030,4.653,232.79,24.825,24.205,-0.009256,-0.031737,0.015207,8.966,22.106,steady_run_1
6.730000,1,30,2072.66,4.4753,0.19560,42.46,50.006,4.624,231.22,24.827,24.206,-0.003846,-0.019850,0.005814,8.997,22.106,steady_run_1
6.735000,1,30,2063.12,4.4722,0.19140,41.35,50.004,4.590,229.51,24.829,24.208,-0.011460,-0.030316,0.016839,9.050,22.106,steady_run_1
6.740000,1,30,2067.99,4.4342,0.19117,41.40,50.006,4.640,232.04,24.831,24.209,0.017324,-0.001211,-0.014397,8.999,22.107,steady_run_1
6.745000,1,30,2068.01,4.3985,0.20381,44.14,50.029,4.531,226.69,24.833,24.210,-0.007327,-0.016495,0.004046,9.094,22.107,steady_run_1
6.750000,1,30,2075.04,4.4790,0.19631,42.66,50.019,4.695,234.85,24.835,24.211,-0.001536,-0.007396,-0.004156,9.066,22.107,steady_run_1
6.755000,1,30,2071.75,4.5007,0.20089,43.58,50.017,4.761,238.11,24.837,24.213,0.027318,0.003225,-0.009576,8.978,22.107,steady_run_1
6.760000,1,30,2071.88,4.4994,0.18652,40.47,50.011,4.717,235.88,24.839,24.214,-0.003687,-0.005928,-0.004956,9.066,22.107,steady_run_1
6.765000,1,30,2066.02,4.5693,0.18618,40.28,50.017,4.659,233.01,24.840,24.215,-0.009798,0.005985,-0.001490,8.988,22.107,steady_run_1
6.770000,1,30,2068.70,4.4856,0.18492,40.06,49.980,4.697,234.77,24.842,24.217,-0.001635,-0.004731,-0.008262,8.939,22.107,steady_run_1
6.775000,1,30,2065.03,4.4494,0.19610,42.41,50.041,4.585,229.42,24.844,24.218,0.034563,0.017816,0.006059,8.845,22.107,steady_run_1
6.780000,1,30,2070.73,4.5046,0.19710,42.74,50.023,4.625,231.38,24.846,24.219,0.002585,0.015954,0.007514,8.968,22.107,steady_run_1
6.785000,1,30,2072.74,4.5451,0.18615,40.41,50.011,4.620,231.07,24.848,24.220,-0.000603,-0.006575,-0.012199,8.864,22.107,steady_run_1
6.790000,1,30,2074.94,4.4885,0.19283,41.90,50.047,4.554,227.90,24.850,24.222,-0.029809,-0.000794,-0.015804,9.058,22.107,steady_run_1
6.795000,1,30,2063.94,4.5518,0.19236,41.58,50.009,4.724,236.26,24.852,24.223,-0.026310,-0.003561,-0.009469,8.888,22.107,steady_run_1
6.800000,1,30,2069.03,4.5301,0.19111,41.41,50.023,4.644,232.31,24.854,24.224,-0.006316,-0.019749,0.007860,8.918,22.107,steady_run_1
6.805000,1,30,2072.27,4.5896,0.19668,42.68,50.020,4.726,236.42,24.856,24.226,0.015753,0.025844,0.015315,9.026,22.107,steady_run_1
6.810000,1,30,2071.32,4.4735,0.18833,40.85,50.043,4.690,234.69,24.857,24.227,0.032793,0.028114,0.015713,9.142,22.108,steady_run_1
6.815000,1,30,2069.58,4.5194,0.19112,41.42,50.019,4.616,230.87,24.859,24.228,0.023604,0.031623,0.018565,8.925,22.108,steady_run_1
6.820000,1,30,2080.19,4.5833,0.19817,43.17,50.020,4.648,232.48,24.861,24.229,-0.005316,-0.009210,-0.001665,9.025,22.108,steady_run_1
