time_s,Test_ID,command_pct,rpm,thrust_n,torque_nm,shaft_power_w,voltage_v,current_a,electrical_power_w,motor_temp_c,esc_temp_c,vibration_x_g,vibration_y_g,vibration_z_g,airflow_mps,ambient_temp_c
9.050781,2,45,734.07,0.5951,0.01818,1.40,50.238,2.126,106.80,24.763,24.059,-0.009768,-0.001874,-0.000749,3.102,22.137
9.054688,2,45,750.78,0.6117,0.03032,2.38,50.239,2.051,103.05,24.763,24.059,0.007449,-0.000056,-0.007070,3.304,22.137
9.058594,2,45,773.42,0.6075,0.02885,2.34,50.234,2.151,108.06,24.763,24.059,-0.015595,0.002333,-0.004536,3.469,22.137
9.062500,2,45,787.98,0.6330,0.02704,2.23,50.229,2.301,115.55,24.763,24.059,0.003182,0.014295,0.004941,3.349,22.137
9.066406,2,45,805.36,0.6622,0.03209,2.71,50.222,2.166,108.77,24.763,24.058,-0.012310,-0.004845,0.001157,3.442,22.137
9.070313,2,45,825.86,0.6697,0.02272,1.96,50.198,2.086,104.73,24.763,24.058,-0.016251,-0.001321,-0.009836,3.670,22.137
9.074219,2,45,851.53,0.7300,0.04076,3.63,50.236,2.275,114.31,24.763,24.058,-0.014124,-0.001461,-0.008674,3.921,22.137
9.078125,2,45,866.60,0.7175,0.03290,2.99,50.211,2.273,114.15,24.763,24.058,0.016624,0.017238,0.005279,3.818,22.137
9.082031,2,45,886.62,0.8054,0.03648,3.39,50.225,2.286,114.83,24.763,24.057,0.018212,0.005306,-0.001354,3.810,22.137
9.085938,2,45,903.34,0.9100,0.03688,3.49,50.188,2.335,117.19,24.763,24.057,-0.015250,0.001246,-0.006983,3.831,22.137
9.089844,2,45,930.71,0.9096,0.03931,3.83,50.228,2.402,120.66,24.763,24.057,0.003674,0.013060,0.003575,4.082,22.137
9.093750,2,45,941.39,0.8821,0.04034,3.98,50.203,2.399,120.46,24.763,24.057,-0.011365,-0.009888,0.001016,3.998,22.137
9.097656,2,45,956.76,1.0045,0.04537,4.55,50.177,2.455,123.16,24.763,24.057,0.015098,0.016282,0.009821,4.144,22.138
9.101563,2,45,981.00,1.0003,0.04717,4.85,50.167,2.404,120.62,24.763,24.057,-0.017914,0.000275,-0.007737,4.209,22.138
9.105469,2,45,988.88,1.0311,0.04389,4.55,50.210,2.364,118.71,24.763,24.057,0.014710,0.017265,0.006703,4.447,22.138
9.109375,2,45,1018.62,1.0878,0.04178,4.46,50.195,2.568,128.88,24.763,24.057,-0.010915,-0.012401,0.004535,4.490,22.138
9.113281,2,45,1021.43,1.1506,0.05258,5.62,50.222,2.455,123.29,24.764,24.056,0.021014,0.015980,0.008583,4.402,22.138
9.117188,2,45,1044.17,1.1901,0.05950,6.51,50.210,2.621,131.60,24.764,24.056,-0.008572,-0.009900,0.004350,4.482,22.138
9.121094,2,45,1066.90,1.2191,0.04499,5.03,50.215,2.578,129.44,24.764,24.056,0.022058,0.006625,0.000075,4.684,22.138
9.125000,2,45,1080.49,1.1546,0.05089,5.76,50.188,2.557,128.35,24.764,24.056,0.008013,0.002506,-0.008685,4.832,22.138
9.128906,2,45,1099.19,1.2927,0.05060,5.82,50.174,2.627,131.79,24.764,24.056,0.016416,0.003541,-0.004653,4.676,22.138
9.132813,2,45,1113.51,1.3406,0.06228,7.26,50.157,2.628,131.80,24.765,24.056,-0.003559,-0.013402,0.004321,4.787,22.138
9.136719,2,45,1131.23,1.3384,0.06041,7.16,50.171,2.686,134.77,24.765,24.056,0.018463,0.001635,-0.007477,4.866,22.138
9.140625,2,45,1145.02,1.4127,0.06349,7.61,50.177,2.775,139.25,24.765,24.057,-0.001174,-0.002302,-0.001598,5.001,22.138
9.144531,2,45,1159.87,1.3979,0.06729,8.17,50.183,2.750,137.99,24.766,24.057,-0.018977,0.000022,-0.007724,4.977,22.138
9.148438,2,45,1176.35,1.4948,0.06062,7.47,50.183,2.849,142.96,24.766,24.057,0.003795,-0.001120,-0.009503,5.044,22.138
9.152344,2,45,1193.65,1.4516,0.07258,9.07,50.182,2.888,144.95,24.766,24.057,0.015890,0.021576,0.009236,5.128,22.138
9.156250,2,45,1208.14,1.4721,0.06788,8.59,50.143,2.964,148.64,24.767,24.057,0.002004,-0.003078,-0.009539,5.173,22.138
9.160156,2,45,1225.01,1.6429,0.07000,8.98,50.185,2.754,138.22,24.767,24.057,0.008535,0.018640,0.007669,5.355,22.138
9.164063,2,45,1240.06,1.6977,0.06517,8.46,50.155,2.880,144.47,24.767,24.057,-0.000600,-0.000315,-0.005560,5.402,22.138
9.167969,2,45,1248.42,1.6144,0.06361,8.32,50.167,3.013,151.15,24.768,24.057,-0.018065,-0.003443,-0.005253,5.610,22.138
9.171875,2,45,1272.90,1.7045,0.06283,8.37,50.154,3.001,150.49,24.768,24.058,-0.005076,-0.022000,0.012891,5.645,22.138
9.175781,2,45,1279.91,1.7055,0.07948,10.65,50.146,2.888,144.81,24.769,24.058,-0.015211,-0.002971,-0.003146,5.602,22.138
9.179688,2,45,1299.24,1.6646,0.08419,11.46,50.174,3.082,154.64,24.769,24.058,-0.015164,0.002437,-0.008597,5.591,22.139
9.183594,2,45,1313.05,1.8479,0.07271,10.00,50.141,2.924,146.63,24.770,24.058,-0.000699,0.010894,0.001138,5.740,22.139
9.187500,2,45,1325.70,1.8347,0.07515,10.43,50.146,2.957,148.30,24.770,24.058,0.005914,0.012108,0.006827,5.688,22.139
9.191406,2,45,1335.97,1.8482,0.09092,12.72,50.185,2.913,146.20,24.771,24.058,-0.008809,-0.015794,0.004293,5.715,22.139
9.195313,2,45,1353.05,1.8873,0.07760,11.00,50.138,3.064,153.62,24.771,24.059,0.005910,-0.001459,-0.010962,5.939,22.139
9.199219,2,45,1371.41,1.9137,0.07865,11.30,50.149,3.171,159.00,24.772,24.059,0.015351,-0.000572,-0.009765,5.973,22.139
9.203125,2,45,1389.07,2.1175,0.09432,13.72,50.119,3.156,158.20,24.772,24.059,0.018478,0.022843,0.012893,6.134,22.139
9.207031,2,45,1401.37,2.0089,0.09218,13.53,50.121,3.128,156.80,24.773,24.060,0.012435,0.020225,0.010728,6.053,22.139
9.210938,2,45,1412.38,2.0300,0.07874,11.65,50.154,3.121,156.54,24.773,24.060,-0.020525,0.002876,-0.010990,6.223,22.139
9.214844,2,45,1424.33,2.1126,0.08841,13.19,50.140,3.155,158.21,24.774,24.060,-0.019713,-0.002051,-0.004881,6.292,22.139
9.218750,2,45,1439.29,2.2097,0.09368,14.12,50.137,3.254,163.14,24.774,24.060,0.024983,0.018618,0.008428,6.185,22.139
9.222656,2,45,1448.61,2.2879,0.09415,14.28,50.140,3.248,162.85,24.775,24.061,-0.012501,-0.015616,0.005019,6.309,22.139
9.226563,2,45,1461.14,2.2679,0.09840,15.06,50.146,3.247,162.81,24.776,24.061,-0.016813,-0.011454,-0.000731,6.369,22.139
9.230469,2,45,1477.45,2.2886,0.09145,14.15,50.158,3.373,169.18,24.776,24.062,0.016416,0.002081,-0.010362,6.437,22.139
9.234375,2,45,1493.35,2.4168,0.09978,15.60,50.125,3.227,161.76,24.777,24.062,-0.023335,0.000409,-0.012078,6.483,22.139
9.238281,2,45,1505.61,2.4009,0.10404,16.40,50.125,3.358,168.31,24.778,24.062,-0.022633,-0.002265,-0.014123,6.493,22.139
9.242188,2,45,1508.60,2.3713,0.10780,17.03,50.122,3.347,167.77,24.778,24.063,0.005232,-0.001565,-0.010669,6.684,22.139
9.246094,2,45,1532.41,2.5195,0.10862,17.43,50.125,3.369,168.88,24.779,24.063,0.030464,0.015989,0.010014,6.708,22.139
9.250000,2,45,1537.86,2.5013,0.10571,17.02,50.090,3.492,174.92,24.780,24.064,0.020861,0.025490,0.011952,6.519,22.139
9.253906,2,45,1555.92,2.5727,0.10655,17.36,50.118,3.520,176.42,24.781,24.064,-0.002259,0.011607,0.003875,6.836,22.139
9.257813,2,45,1567.99,2.5740,0.11058,18.16,50.131,3.482,174.56,24.781,24.064,-0.011371,0.007281,-0.003274,6.764,22.139
9.261719,2,45,1579.32,2.6147,0.10996,18.19,50.115,3.484,174.62,24.782,24.065,-0.027979,0.001710,-0.008429,6.766,22.139
9.265625,2,45,1592.36,2.6549,0.12561,20.95,50.081,3.599,180.24,24.783,24.065,-0.016306,0.003064,-0.008886,6.875,22.140
9.269531,2,45,1604.10,2.6647,0.12090,20.31,50.073,3.470,173.74,24.784,24.066,-0.024284,0.000155,-0.012303,6.864,22.140
9.273438,2,45,1619.34,2.7588,0.11332,19.22,50.116,3.583,179.57,24.785,24.066,0.021041,0.001521,-0.011990,6.885,22.140
9.277344,2,45,1632.23,2.7301,0.12255,20.95,50.115,3.673,184.09,24.785,24.067,0.004311,-0.002101,-0.009348,7.187,22.140
9.281250,2,45,1628.69,2.7849,0.10757,18.35,50.080,3.665,183.56,24.786,24.068,-0.009932,0.006624,-0.001336,7.100,22.140
9.285156,2,45,1646.78,2.8261,0.12659,21.83,50.077,3.797,190.14,24.787,24.068,-0.020905,0.001543,-0.013225,7.069,22.140
9.289063,2,45,1656.74,2.9641,0.12160,21.10,50.102,3.731,186.93,24.788,24.069,-0.005589,-0.015679,0.007786,7.314,22.140
9.292969,2,45,1672.48,2.8760,0.12344,21.62,50.089,3.747,187.71,24.789,24.069,0.012844,0.019413,0.012613,7.153,22.140
9.296875,2,45,1685.08,2.9076,0.13067,23.06,50.086,3.775,189.05,24.790,24.070,0.027617,0.023814,0.010336,7.211,22.140
9.300781,2,45,1690.28,2.9203,0.13649,24.16,50.085,3.803,190.48,24.791,24.071,0.007863,0.021401,0.009897,7.385,22.140
9.304688,2,45,1698.75,3.0926,0.11569,20.58,50.072,3.990,199.77,24.792,24.071,-0.003416,-0.006269,-0.003148,7.305,22.140
9.308594,2,45,1719.60,3.0039,0.12910,23.25,50.077,3.979,199.26,24.793,24.072,-0.024405,0.000828,-0.012910,7.525,22.140
9.312500,2,45,1733.62,3.1879,0.13938,25.30,50.055,3.813,190.85,24.794,24.073,0.021203,0.027542,0.014287,7.447,22.140
9.316406,2,45,1736.87,3.1619,0.13022,23.69,50.090,3.829,191.81,24.795,24.073,-0.017058,-0.012038,0.000182,7.423,22.140
9.320313,2,45,1747.08,3.2315,0.12735,23.30,50.101,3.928,196.80,24.796,24.074,-0.000190,-0.002203,-0.009856,7.520,22.140
9.324219,2,45,1754.57,3.2056,0.14201,26.09,50.051,3.912,195.78,24.797,24.075,-0.017190,-0.016811,0.006267,7.543,22.140
9.328125,2,45,1769.83,3.3261,0.14346,26.59,50.045,3.984,199.36,24.798,24.076,0.031619,0.018994,0.010559,7.648,22.140
9.332031,2,45,1778.42,3.2910,0.14007,26.09,50.073,3.950,197.79,24.799,24.076,-0.010349,-0.027148,0.011917,7.793,22.140
9.335938,2,45,1789.59,3.3318,0.13911,26.07,50.068,3.969,198.71,24.800,24.077,-0.004818,-0.013428,0.001249,7.884,22.140
9.339844,2,45,1796.52,3.3780,0.15353,28.88,50.084,3.951,197.86,24.801,24.078,-0.018599,-0.020366,0.006990,7.778,22.140
9.343750,2,45,1808.73,3.5458,0.14629,27.71,50.049,4.120,206.19,24.803,24.078,-0.017184,-0.015946,0.003338,7.893,22.140
9.347656,2,45,1815.35,3.5014,0.15403,29.28,50.067,4.137,207.10,24.804,24.079,-0.025337,-0.000678,-0.015364,7.940,22.141
9.351563,2,45,1838.78,3.3984,0.16473,31.72,50.072,4.146,207.60,24.805,24.080,-0.011603,-0.028780,0.017528,7.868,22.141
9.355469,2,45,1842.54,3.5770,0.15630,30.16,50.038,4.207,210.53,24.806,24.081,0.019727,-0.003306,-0.014110,8.093,22.141
9.359375,2,45,1847.00,3.5756,0.15364,29.72,50.070,4.060,203.29,24.807,24.082,0.029989,0.027809,0.012686,7.994,22.141
9.363281,2,45,1853.08,3.6101,0.14339,27.83,50.057,4.225,211.51,24.809,24.083,0.031853,0.012023,0.003083,8.022,22.141
9.367188,2,45,1864.04,3.7347,0.15672,30.59,50.064,4.290,214.76,24.810,24.084,0.006852,0.024542,0.008205,8.084,22.141
9.371094,2,45,1877.50,3.6904,0.15670,30.81,50.050,4.202,210.31,24.811,24.084,0.030611,0.002426,-0.008657,8.235,22.141
9.375000,2,45,1891.07,3.7029,0.15917,31.52,50.033,4.330,216.63,24.812,24.085,-0.004592,-0.018588,0.006597,8.280,22.141
9.378906,2,45,1893.46,3.6731,0.16452,32.62,50.059,4.236,212.06,24.813,24.086,-0.002621,0.012569,0.005988,8.126,22.141
9.382813,2,45,1895.45,3.7751,0.16286,32.33,50.050,4.185,209.47,24.815,24.087,0.002337,-0.003884,-0.006739,8.300,22.141
9.386719,2,45,1911.48,3.7660,0.16679,33.39,50.053,4.201,210.27,24.816,24.088,0.016728,0.028177,0.011850,8.282,22.141
9.390625,2,45,1922.13,3.8932,0.15764,31.73,50.030,4.339,217.07,24.817,24.089,-0.025022,0.002713,-0.015835,8.326,22.141
9.394531,2,45,1929.87,3.8687,0.15775,31.88,50.046,4.281,214.24,24.818,24.090,0.033948,0.016769,0.004587,8.502,22.141
9.398438,2,45,1939.46,4.0272,0.16664,33.84,50.033,4.406,220.43,24.820,24.091,-0.025231,-0.001002,-0.012613,8.592,22.141
9.402344,2,45,1950.62,4.0654,0.16901,34.52,50.051,4.423,221.37,24.821,24.092,-0.017251,-0.013814,0.006268,8.492,22.141
9.406250,2,45,1959.05,4.0247,0.17049,34.98,50.022,4.440,222.08,24.822,24.093,0.032873,0.027407,0.012370,8.580,22.141
9.410156,2,45,1969.21,4.0540,0.18129,37.38,50.028,4.345,217.35,24.824,24.093,-0.029545,0.002860,-0.017545,8.570,22.141
9.414063,2,45,1975.76,4.1141,0.16871,34.91,50.030,4.492,224.71,24.825,24.094,0.005434,0.018742,0.012713,8.672,22.141
9.417969,2,45,1982.97,4.1501,0.17815,36.99,50.041,4.479,224.12,24.827,24.095,0.024389,0.003709,-0.009053,8.628,22.141
9.421875,2,45,1992.73,4.1168,0.17583,36.69,50.016,4.501,225.10,24.828,24.096,-0.017300,0.003023,-0.006429,8.663,22.141
9.425781,2,45,1999.21,4.1435,0.17810,37.29,50.026,4.425,221.38,24.829,24.097,0.021607,0.025816,0.018181,8.766,22.141
9.429688,2,45,1998.62,4.1922,0.17045,35.68,50.032,4.492,224.73,24.831,24.098,0.030525,0.027387,0.013681,8.695,22.141
9.433594,2,45,2014.77,4.2121,0.16846,35.54,49.997,4.595,229.75,24.832,24.099,-0.026434,-0.001549,-0.013950,8.754,22.142
9.437500,2,45,2021.38,4.2008,0.18760,39.71,50.009,4.635,231.80,24.834,24.101,-0.005248,0.008663,-0.000519,8.936,22.142
9.441406,2,45,2026.46,4.3457,0.17285,36.68,50.011,4.577,228.88,24.835,24.102,-0.022265,0.002023,-0.014243,8.796,22.142
9.445313,2,45,2042.38,4.3968,0.18592,39.76,50.008,4.704,235.24,24.836,24.103,-0.008626,-0.021866,0.011436,9.004,22.142
9.449219,2,45,2046.76,4.3110,0.19072,40.88,50.031,4.650,232.66,24.838,24.104,0.010857,-0.004371,-0.016844,8.885,22.142
9.453125,2,45,2059.09,4.4396,0.18630,40.17,50.025,4.585,229.34,24.839,24.105,-0.002100,-0.004896,-0.005713,9.050,22.142
9.457031,2,45,2064.50,4.4204,0.19137,41.37,50.009,4.711,235.61,24.841,24.106,0.000997,-0.002248,-0.011592,9.017,22.142
9.460938,2,45,2066.97,4.4448,0.20081,43.47,50.005,4.637,231.89,24.842,24.107,-0.013444,0.004715,-0.006456,9.001,22.142
9.464844,2,45,2077.93,4.6517,0.19488,42.41,50.009,4.655,232.81,24.844,24.108,-0.030797,0.003568,-0.011124,8.988,22.142
9.468750,2,45,2082.59,4.4692,0.18863,41.14,50.025,4.662,233.24,24.845,24.109,-0.016619,-0.016719,0.005590,9.036,22.142
9.472656,2,45,2096.50,4.5906,0.19984,43.87,50.033,4.621,231.20,24.847,24.110,0.001177,0.016754,0.006893,9.073,22.142
9.476563,2,45,2098.60,4.5364,0.19612,43.10,50.036,4.630,231.66,24.848,24.111,-0.003123,-0.009935,-0.000210,9.075,22.142
9.480469,2,45,2103.42,4.6591,0.19257,42.42,50.014,4.740,237.07,24.850,24.112,0.009949,-0.000677,-0.013855,9.140,22.142
9.484375,2,45,2116.63,4.7055,0.19877,44.06,50.023,4.737,236.98,24.851,24.114,-0.008845,-0.032901,0.016405,9.120,22.142
9.488281,2,45,2118.34,4.7709,0.20271,44.97,50.006,4.741,237.09,24.853,24.115,0.001993,0.018154,0.009185,9.160,22.142
9.492188,2,45,2134.28,4.8384,0.21000,46.93,50.007,4.803,240.21,24.854,24.116,-0.018618,-0.025192,0.012651,9.283,22.142
9.496094,2,45,2131.84,4.7234,0.20272,45.26,49.996,4.744,237.15,24.856,24.117,0.001698,-0.004570,-0.009638,9.337,22.142
9.500000,2,45,2142.66,4.7608,0.20584,46.19,49.987,4.876,243.72,24.858,24.118,0.026964,0.001250,-0.008996,9.248,22.142
9.503906,2,45,2149.35,4.9132,0.20755,46.72,50.028,4.753,237.78,24.859,24.119,-0.006242,-0.009041,-0.000475,9.282,22.142
9.507813,2,45,2154.70,4.8809,0.20649,46.59,49.993,4.936,246.77,24.861,24.121,-0.005028,-0.010656,-0.003690,9.397,22.142
9.511719,2,45,2158.14,4.8066,0.21522,48.64,49.985,4.809,240.38,24.862,24.122,0.034653,0.026526,0.012992,9.395,22.142
9.515625,2,45,2164.92,4.9874,0.20673,46.87,50.015,4.917,245.93,24.864,24.123,0.009701,-0.001147,-0.016127,9.413,22.142
9.519531,2,45,2176.65,5.0859,0.21460,48.92,50.001,4.821,241.07,24.865,24.124,0.010504,-0.001738,-0.017321,9.458,22.143
9.523438,2,45,2185.59,5.0236,0.21326,48.81,49.996,4.983,249.12,24.867,24.125,-0.019320,0.006066,-0.009608,9.526,22.143
9.527344,2,45,2197.43,5.1251,0.21925,50.45,50.012,4.932,246.68,24.869,24.127,-0.013125,0.007052,-0.003246,9.478,22.143
9.531250,2,45,2198.46,5.0812,0.21105,48.59,49.979,5.055,252.63,24.870,24.128,0.032605,0.003734,-0.006168,9.693,22.143
9.535156,2,45,2203.47,5.0689,0.21674,50.01,50.000,4.936,246.79,24.872,24.129,0.034239,0.018618,0.006252,9.558,22.143
9.539063,2,45,2215.37,5.1600,0.22287,51.70,49.984,4.899,244.85,24.874,24.130,0.035695,0.011862,-0.000833,9.704,22.143
9.542969,2,45,2214.71,5.1264,0.21938,50.88,49.983,5.056,252.72,24.875,24.132,0.027084,0.005351,-0.010400,9.575,22.143
9.546875,2,45,2223.58,5.2159,0.21741,50.62,49.984,5.011,250.48,24.877,24.133,-0.031173,0.000585,-0.017571,9.677,22.143
9.550781,2,45,2225.82,5.2513,0.21834,50.89,49.998,5.057,252.83,24.879,24.134,0.016574,-0.001279,-0.015790,9.642,22.143
9.554688,2,45,2229.36,5.1531,0.21884,51.09,50.011,4.903,245.22,24.880,24.135,0.011113,0.024931,0.009960,9.577,22.143
9.558594,2,45,2238.90,5.3021,0.22954,53.82,50.007,4.992,249.61,24.882,24.137,-0.021926,-0.013987,0.004135,9.566,22.143
9.562500,2,45,2240.72,5.1737,0.22707,53.28,49.968,5.056,252.65,24.884,24.138,0.036330,0.031836,0.015546,9.813,22.143
9.566406,2,45,2250.25,5.3199,0.22721,53.54,49.967,5.093,254.47,24.886,24.139,-0.030041,-0.000312,-0.017750,9.866,22.143
9.570313,2,45,2257.84,5.3848,0.22598,53.43,49.976,5.225,261.11,24.887,24.140,0.038343,0.029181,0.014693,9.812,22.143
9.574219,2,45,2265.71,5.3549,0.22398,53.14,49.981,5.109,255.37,24.889,24.142,-0.009521,-0.030892,0.018347,9.855,22.143
9.578125,2,45,2270.40,5.4942,0.23308,55.42,49.964,5.112,255.41,24.891,24.143,-0.004808,-0.006399,-0.001879,9.840,22.143
9.582031,2,45,2271.17,5.4165,0.23187,55.15,49.965,5.214,260.52,24.893,24.144,-0.020706,-0.009774,-0.001177,9.995,22.143
9.585938,2,45,2274.00,5.4404,0.23034,54.85,49.982,5.186,259.19,24.894,24.146,0.018425,-0.002329,-0.017953,9.840,22.143
9.589844,2,45,2274.87,5.3430,0.23329,55.58,49.953,5.250,262.26,24.896,24.147,-0.013721,-0.032741,0.018907,9.869,22.143
9.593750,2,45,2288.54,5.4671,0.23541,56.42,49.989,5.243,262.10,24.898,24.149,-0.016224,0.003642,-0.006706,9.923,22.143
9.597656,2,45,2296.47,5.5931,0.23859,57.38,49.955,5.157,257.62,24.900,24.150,0.009534,-0.000176,-0.014918,9.848,22.143
9.601563,2,45,2301.64,5.5877,0.24361,58.72,49.962,5.155,257.56,24.902,24.151,0.014500,-0.000149,-0.017243,9.960,22.143
9.605469,2,45,2312.43,5.7006,0.24493,59.31,49.982,5.343,267.07,24.904,24.153,0.037539,0.011372,0.003354,10.063,22.144
9.609375,2,45,2313.74,5.5742,0.24960,60.48,49.992,5.240,261.95,24.905,24.154,-0.009511,-0.035031,0.018174,10.010,22.144
9.613281,2,45,2315.28,5.5995,0.24680,59.84,49.983,5.301,264.95,24.907,24.155,-0.001791,0.012149,0.000847,10.004,22.144
9.617188,2,45,2326.62,5.6115,0.24270,59.13,49.974,5.279,263.83,24.909,24.157,-0.014979,0.004070,-0.004776,10.116,22.144
9.621094,2,45,2328.11,5.5814,0.25062,61.10,49.936,5.409,270.13,24.911,24.158,0.015424,-0.001483,-0.016906,10.154,22.144
9.625000,2,45,2331.96,5.8149,0.23324,56.96,49.921,5.477,273.44,24.913,24.160,0.032944,0.035542,0.017588,10.110,22.144
9.628906,2,45,2342.87,5.8362,0.24498,60.10,49.951,5.319,265.68,24.915,24.161,0.002279,0.023441,0.005588,10.196,22.144
9.632813,2,45,2340.79,5.7361,0.24078,59.02,49.959,5.335,266.52,24.917,24.163,-0.032020,0.002113,-0.017768,10.206,22.144
9.636719,2,45,2351.09,5.7941,0.25291,62.27,49.963,5.419,270.77,24.919,24.164,-0.013478,-0.029099,0.015835,10.230,22.144
9.640625,2,45,2362.13,5.8265,0.24831,61.42,49.965,5.281,263.85,24.920,24.165,-0.013070,-0.030588,0.017110,10.237,22.144
9.644531,2,45,2361.99,5.8265,0.25000,61.84,49.973,5.340,266.85,24.922,24.167,-0.019574,-0.022711,0.004310,10.292,22.144
9.648438,2,45,2361.42,5.8871,0.25025,61.88,49.964,5.281,263.85,24.924,24.168,-0.027350,-0.006523,-0.006288,10.323,22.144
9.652344,2,45,2369.04,5.8581,0.24929,61.85,49.984,5.429,271.38,24.926,24.170,0.038754,0.032157,0.018314,10.288,22.144
9.656250,2,45,2364.87,5.8802,0.25712,63.68,49.947,5.323,265.84,24.928,24.171,-0.013438,-0.032825,0.018547,10.243,22.144
9.660156,2,45,2372.17,5.9245,0.26121,64.89,49.936,5.441,271.72,24.930,24.173,-0.016658,0.009635,-0.006341,10.252,22.144
9.664063,2,45,2376.54,6.0512,0.26049,64.83,49.945,5.585,278.96,24.932,24.174,-0.032535,0.003668,-0.013720,10.379,22.144
9.667969,2,45,2377.79,6.0152,0.24793,61.74,49.959,5.576,278.58,24.934,24.176,0.035928,0.028905,0.013122,10.247,22.144
9.671875,2,45,2392.69,6.0523,0.26513,66.43,49.969,5.462,272.95,24.936,24.177,-0.022776,-0.014686,-0.001212,10.291,22.144
9.675781,2,45,2399.81,5.9863,0.26204,65.85,49.956,5.482,273.84,24.938,24.179,0.005918,0.022878,0.010444,10.563,22.144
9.679688,2,45,2398.64,6.1190,0.26488,66.54,49.952,5.565,278.00,24.940,24.180,-0.003705,0.016904,0.003404,10.461,22.144
9.683594,2,45,2403.00,5.9837,0.26206,65.95,49.929,5.515,275.34,24.942,24.182,-0.031063,0.001901,-0.019200,10.422,22.144
9.687500,2,45,2411.37,6.1090,0.25098,63.38,49.927,5.569,278.06,24.944,24.183,0.015052,-0.001566,-0.016414,10.582,22.144
9.691406,2,45,2409.90,6.0860,0.26942,67.99,49.943,5.553,277.31,24.946,24.185,0.029822,0.003902,-0.010244,10.471,22.145
9.695313,2,45,2415.18,5.9983,0.26086,65.97,49.941,5.527,276.03,24.948,24.186,0.025752,0.000392,-0.014776,10.584,22.145
9.699219,2,45,2425.63,6.2549,0.26408,67.08,49.934,5.688,284.00,24.950,24.188,0.035293,0.034343,0.017359,10.490,22.145
9.703125,2,45,2426.06,6.1996,0.27728,70.44,49.943,5.609,280.13,24.952,24.189,0.013411,0.002002,-0.018086,10.438,22.145
9.707031,2,45,2432.40,6.2786,0.26955,68.66,49.965,5.489,274.28,24.954,24.191,-0.007158,-0.029175,0.011010,10.505,22.145
9.710938,2,45,2428.16,6.0927,0.26290,66.85,49.921,5.493,274.23,24.956,24.192,0.006115,0.021980,0.009389,10.588,22.145
9.714844,2,45,2432.41,6.2209,0.25863,65.88,49.933,5.624,280.81,24.958,24.194,-0.030396,0.002694,-0.019855,10.630,22.145
9.718750,2,45,2440.20,6.3364,0.25546,65.28,49.922,5.620,280.55,24.960,24.196,0.027898,0.003764,-0.011619,10.601,22.145
9.722656,2,45,2436.92,6.1774,0.25856,65.98,49.936,5.626,280.95,24.962,24.197,-0.026817,0.004540,-0.013038,10.634,22.145
9.726563,2,45,2446.57,6.3427,0.27507,70.47,49.935,5.721,285.69,24.964,24.199,-0.016427,-0.033049,0.015087,10.720,22.145
9.730469,2,45,2459.03,6.2839,0.27864,71.75,49.916,5.727,285.86,24.966,24.200,-0.036276,-0.000421,-0.017816,10.648,22.145
9.734375,2,45,2464.22,6.3180,0.26876,69.35,49.931,5.651,282.18,24.968,24.202,-0.036557,0.001644,-0.017764,10.857,22.145
9.738281,2,45,2458.03,6.3129,0.28021,72.13,49.936,5.719,285.57,24.970,24.204,-0.008206,0.011070,-0.000056,10.626,22.145
9.742188,2,45,2477.18,6.3789,0.27746,71.98,49.929,5.727,285.92,24.972,24.205,0.034928,0.011351,-0.002162,10.794,22.145
9.746094,2,45,2469.11,6.3853,0.27461,71.00,49.934,5.667,283.00,24.974,24.207,0.029618,0.036288,0.020637,10.783,22.145
9.750000,2,45,2464.85,6.4123,0.28063,72.44,49.963,5.641,281.83,24.976,24.208,-0.009868,-0.029419,0.017562,10.776,22.145
9.753906,2,45,2475.03,6.3388,0.28422,73.67,49.944,5.808,290.05,24.979,24.210,0.006629,-0.001354,-0.018249,10.732,22.145
9.757813,2,45,2483.23,6.3587,0.27389,71.22,49.906,5.755,287.19,24.981,24.212,-0.032218,0.004027,-0.021774,10.740,22.145
9.761719,2,45,2486.43,6.5060,0.28549,74.34,49.928,5.741,286.64,24.983,24.213,-0.010496,-0.028253,0.016490,10.839,22.145
9.765625,2,45,2486.09,6.4774,0.28423,74.00,49.914,5.807,289.85,24.985,24.215,-0.019746,-0.028845,0.014701,10.895,22.145
9.769531,2,45,2494.24,6.5559,0.27587,72.06,49.920,5.649,282.02,24.987,24.216,0.040728,0.031588,0.012871,10.905,22.145
9.773438,2,45,2501.63,6.6024,0.28226,73.94,49.924,5.697,284.40,24.989,24.218,-0.007987,-0.022683,0.007413,10.892,22.145
9.777344,2,45,2498.32,6.5949,0.29328,76.73,49.911,5.751,287.03,24.991,24.220,0.041325,0.033974,0.017531,10.831,22.146
9.781250,2,45,2499.12,6.5377,0.28866,75.54,49.931,5.605,279.84,24.993,24.221,0.003577,-0.002966,-0.008670,10.843,22.146
9.785156,2,45,2505.38,6.6432,0.29144,76.46,49.942,5.758,287.57,24.995,24.223,-0.012088,-0.036071,0.018542,10.895,22.146
9.789063,2,45,2506.72,6.5579,0.27124,71.20,49.910,5.755,287.24,24.997,24.224,0.000649,0.014879,0.007125,10.937,22.146
9.792969,2,45,2518.29,6.6301,0.30392,80.15,49.906,5.944,296.62,24.999,24.226,0.015534,0.027858,0.014299,10.815,22.146
